115,
106,
99,
90,
90,
88,
86,
74,
71,
71,
66,
66,
66,
64,
64,
61,
59,
57,
56,
55,
52,
52,
50,
49,
48,
46,
,
27,38
28,35
29,32
30,32
31,31
32,28
