# Coexpression analysis
# Three gene sets from MSigDB, March 13
# MIC
# GeneA	GeneB	MIC.val
6786	867	0.582416405771639
6786	1012	0.34406886268257
6786	2624	0.741046483326074
6786	26119	0.33936149870384
6786	29763	0.468498628090082
6786	5538	0.454840055567141
6786	5879	0.437149232541343
6786	6441	0.505413946670405
6786	11037	0.308793528983336
6786	9765	0.285444200291183
7220	7222	0.41503015853821
7220	7223	0.380029831363718
7220	7224	0.289231120609024
7220	7226	0.41867410112138
7220	56302	0.372296411060605
7220	197	0.410600084775097
7220	1175	0.347341535824249
7220	382	0.248596094782712
7220	566	0.244560938390514
7220	867	0.37691614656376
7220	1012	0.410384757187252
7220	2624	0.486323898646143
7220	26119	0.311653171256007
7220	29763	0.450696088017118
7220	5538	0.429928151274755
7220	5879	0.48654916462226
7220	6441	0.389027297293065
7220	11037	0.358165106858233
7220	9765	0.439788417793368
7222	7223	0.420858145102313
7222	7224	0.377784955411104
7222	7226	0.539448427230685
7222	56302	0.415896218034208
7222	197	0.439226482328105
7222	1175	0.410180050399361
7222	382	0.240155234723936
7222	566	0.325956920768007
7222	867	0.526470717246989
7222	1012	0.420711604369104
7222	2624	0.636363036543939
7222	26119	0.265002295916718
7222	29763	0.439977738204654
7222	5538	0.407631725522407
7222	5879	0.452265627065227
7222	6441	0.531485542555648
7222	11037	0.344832318057206
7222	9765	0.348216571177556
7223	7224	0.262571237812398
7223	7226	0.324209896963036
7223	56302	0.383743822989513
7223	197	0.363128307909295
7223	1175	0.297003577485137
7223	382	0.211372520117315
7223	566	0.269081805853936
7223	867	0.35020120320734
7223	1012	0.365916661388585
7223	2624	0.460345112992682
7223	26119	0.229690548185559
7223	29763	0.368742228810457
7223	5538	0.317226448297427
7223	5879	0.339325308782848
7223	6441	0.421223449614778
7223	11037	0.330033300748075
7223	9765	0.323810658407343
7224	7226	0.376895201227404
7224	56302	0.250541050506033
7224	197	0.358323706222896
7224	1175	0.296722412713545
7224	382	0.239352190722055
7224	566	0.284736468118593
7224	867	0.42356063331944
7224	1012	0.363276874427861
7224	2624	0.459068036616587
7224	26119	0.291311863185709
7224	29763	0.338322458803445
7224	5538	0.226037348141391
7224	5879	0.330179125971808
7224	6441	0.385976760509529
7224	11037	0.328307217059459
7224	9765	0.251497976386895
7226	56302	0.561646815715245
7226	197	0.465453594529614
7226	1175	0.545902844069463
7226	382	0.261135778131877
7226	566	0.303458534988048
7226	867	0.539629948105176
7226	1012	0.475642049720618
7226	2624	0.599606603249222
7226	26119	0.334761422006909
7226	29763	0.469442508043743
7226	5538	0.435404998625054
7226	5879	0.482017226194279
7226	6441	0.492876289203468
7226	11037	0.329398553547001
7226	9765	0.375072423058981
56302	197	0.425455724648735
56302	1175	0.370653682946973
56302	382	0.197239760107101
56302	566	0.320203456390247
56302	867	0.40045157383533
56302	1012	0.346614277475503
56302	2624	0.47739910363865
56302	26119	0.291788596262249
56302	29763	0.427105562345985
56302	5538	0.286081893144574
56302	5879	0.350665227231216
56302	6441	0.409285469520007
56302	11037	0.355402465190257
56302	9765	0.308729680530673
197	1175	0.2942527609427
197	382	0.223726750443622
197	566	0.351855037748274
197	867	0.39739846245911
197	1012	0.416963272106468
197	2624	0.478602434127222
197	26119	0.243156783124509
197	29763	0.336500105965166
197	5538	0.322567210471036
197	5879	0.425442967057799
197	6441	0.368080283762091
197	11037	0.305323899701627
197	9765	0.340208662323842
1175	382	0.232128658547714
1175	566	0.230388335917191
1175	867	0.366812517693073
1175	1012	0.392080609058075
1175	2624	0.414317289277394
1175	26119	0.267502856269911
1175	29763	0.378820157526495
1175	5538	0.409594257038667
1175	5879	0.434189161220475
1175	6441	0.372572156400633
1175	11037	0.278877444534406
1175	9765	0.266096208666874
382	566	0.211904626365498
382	867	0.235641087229149
382	1012	0.231763675172037
382	2624	0.254121618994459
382	26119	0.231013513105489
382	29763	0.238977353032364
382	5538	0.231713488985544
382	5879	0.253080015685705
382	6441	0.2275473918879
382	11037	0.244585263475547
382	9765	0.199495228970276
566	867	0.325575479127759
566	1012	0.316391569379863
566	2624	0.363605583423409
566	26119	0.229352079156162
566	29763	0.262679050063077
566	5538	0.310231172714392
566	5879	0.280700509109153
566	6441	0.395353379787781
566	11037	0.275966229322241
566	9765	0.318173228846705
867	1012	0.412818396314178
867	2624	0.605039147369349
867	26119	0.26422944081158
867	29763	0.433904169714445
867	5538	0.326561469565997
867	5879	0.430299889361491
867	6441	0.424995951382467
867	11037	0.311172117825942
867	9765	0.317094440936898
1012	2624	0.492693173601878
1012	26119	0.305672665641841
1012	29763	0.475373225601333
1012	5538	0.341157893818929
1012	5879	0.44070769479475
1012	6441	0.389710348939281
1012	11037	0.37113036714777
1012	9765	0.290249574673548
2624	26119	0.328912568115753
2624	29763	0.454839864423915
2624	5538	0.44683107202909
2624	5879	0.562256034975973
2624	6441	0.553401172701173
2624	11037	0.43761351716989
2624	9765	0.36631980283233
26119	29763	0.363215491160179
26119	5538	0.335801473805771
26119	5879	0.36129811087148
26119	6441	0.340552075518932
26119	11037	0.236759399288678
26119	9765	0.227665521745742
29763	5538	0.314805285861379
29763	5879	0.433430921128052
29763	6441	0.367402644563645
29763	11037	0.374436847170756
29763	9765	0.305576181562863
5538	5879	0.565041613681967
5538	6441	0.439895310226777
5538	11037	0.291857607443929
5538	9765	0.414278401342644
5879	6441	0.448461716852278
5879	11037	0.369571152778813
5879	9765	0.381637537401236
6441	11037	0.350405540307083
6441	9765	0.324228109219028
11037	9765	0.261519119648609
