# Coexpression analysis
# Three gene sets from MSigDB, March 13
# MIC
# GeneA	GeneB	MIC.val
7462	10316	0.568272313908435
7462	4852	0.657922105456902
7462	5350	0.498997617341289
7462	6261	0.571086173777906
7462	6263	0.541985727815371
7462	6546	0.611318867013153
7462	6588	0.694268256695175
7462	6786	0.658696831816946
7462	7220	0.437558994065629
7462	7222	0.591558633175465
7462	7223	0.50058022556459
7462	7224	0.458653348383373
7462	7226	0.654567805685155
7462	56302	0.476071152360174
7462	197	0.458066657709538
7462	1175	0.366962423612497
7462	382	0.229061520622188
7462	566	0.349546711743236
7462	867	0.595871416697436
7462	1012	0.488541379496983
7462	2624	0.789587895583313
7462	26119	0.273886164858078
7462	29763	0.508713084950098
7462	5538	0.376838795314661
7462	5879	0.525694320899108
7462	6441	0.629719160498507
7462	11037	0.389563924572429
7462	9765	0.310928894397726
10892	4153	0.249358288797064
10892	5788	0.379454378109697
10892	7070	0.270141836594477
10892	7189	0.230889720330836
10892	50852	0.214359150325659
10892	7334	0.250852384284442
10892	487	0.309662817941506
10892	489	0.248463543802739
10892	27032	0.21493884598495
10892	776	0.27304754784706
10892	781	0.23733294149147
10892	784	0.24401538110512
10892	785	0.286810269227326
10892	6355	0.272705957875427
10892	1447	0.313764368014185
10892	10316	0.220648469492047
10892	4852	0.26131986749808
10892	5350	0.25023977409315
10892	6261	0.251260409960805
10892	6263	0.336138759071357
10892	6546	0.325968322768664
10892	6588	0.337675257526882
10892	6786	0.268004057732537
10892	7220	0.27267179794422
10892	7222	0.322113738042013
10892	7223	0.19081653226469
10892	7224	0.259468784290082
10892	7226	0.252346707421509
10892	56302	0.253321652135403
10892	197	0.338610995276855
10892	1175	0.259674657926564
10892	382	0.244095206157822
10892	566	0.260621402244613
10892	867	0.277283885072832
10892	1012	0.236245917572194
10892	2624	0.364058717717049
10892	26119	0.217752253784793
10892	29763	0.251084520680278
10892	5538	0.299276718782896
10892	5879	0.29591400227654
10892	6441	0.31285977891254
10892	11037	0.334951492617906
10892	9765	0.264121338375001
4153	5788	0.237557791377366
4153	7070	0.317182935623049
4153	7189	0.304719356564728
4153	50852	0.277058934958959
4153	7334	0.212796074366821
4153	487	0.353646495390163
4153	489	0.264194872601084
4153	27032	0.267842742979888
4153	776	0.361550206594472
4153	781	0.347057490882394
4153	784	0.376140654827453
4153	785	0.353077490178312
4153	6355	0.266716912368687
4153	1447	0.36044548754383
4153	10316	0.305054968122804
4153	4852	0.385181042039035
4153	5350	0.388625209410903
4153	6261	0.279587781060883
4153	6263	0.390470559040552
4153	6546	0.421028537985147
4153	6588	0.339323295278091
4153	6786	0.331470521989765
4153	7220	0.282755737417025
4153	7222	0.344064490160191
4153	7223	0.289469523626375
4153	7224	0.382307558103713
4153	7226	0.336932354277779
4153	56302	0.27435256590098
4153	197	0.35980028797267
4153	1175	0.221808303847566
4153	382	0.213573152795571
4153	566	0.312652328607075
4153	867	0.329849825578028
4153	1012	0.304793654587254
4153	2624	0.429359983891349
4153	26119	0.238520336502358
4153	29763	0.335051585391932
4153	5538	0.20926854394842
4153	5879	0.36943833335598
4153	6441	0.322256826861613
4153	11037	0.314144799203383
4153	9765	0.300878803658001
5788	7070	0.34226716010855
5788	7189	0.250564384886943
5788	50852	0.290231673955323
5788	7334	0.266730343052735
5788	487	0.298458629995105
5788	489	0.382145221751282
5788	27032	0.26158457392797
5788	776	0.391168922446821
5788	781	0.350216414500527
5788	784	0.406682699264922
5788	785	0.29623451378974
5788	6355	0.249201968904954
5788	1447	0.298310361369525
5788	10316	0.246050144388657
5788	4852	0.35239529703786
5788	5350	0.259315859177087
5788	6261	0.375108208243808
5788	6263	0.387735059692473
5788	6546	0.317835839397089
5788	6588	0.341385335314337
5788	6786	0.305827406588372
5788	7220	0.290135014928138
5788	7222	0.35166600352651
5788	7223	0.263071240198551
5788	7224	0.265702620829413
5788	7226	0.284587758661569
5788	56302	0.286775246863743
5788	197	0.255404557438725
5788	1175	0.262611308879643
5788	382	0.239890459353056
5788	566	0.278722049219723
5788	867	0.282633315728903
5788	1012	0.31302222157205
5788	2624	0.378610849177507
5788	26119	0.261918615880799
5788	29763	0.324947965065892
5788	5538	0.254620814511598
5788	5879	0.3432577776719
5788	6441	0.288464040606323
5788	11037	0.268532146174116
5788	9765	0.247401102300752
7070	7189	0.448142463652377
7070	50852	0.381317742511106
7070	7334	0.378300400430805
7070	487	0.62628071595993
7070	489	0.335369754116949
7070	27032	0.470657620050636
7070	776	0.741886823333933
7070	781	0.490456392988739
7070	784	0.652666432138607
7070	785	0.560663718840104
7070	6355	0.469254560073775
7070	1447	0.593648470441869
7070	10316	0.452967377896516
7070	4852	0.702538731805594
7070	5350	0.582665761341625
7070	6261	0.519513994904267
7070	6263	0.654908184892831
7070	6546	0.594129689396715
7070	6588	0.585391102137145
7070	6786	0.594808257479908
7070	7220	0.619705164860564
7070	7222	0.602640667003761
7070	7223	0.38110092958843
7070	7224	0.363523442625199
7070	7226	0.668356754044617
7070	56302	0.526099680045278
7070	197	0.481774078931369
7070	1175	0.552864002607504
7070	382	0.205437448536461
7070	566	0.295463022239309
7070	867	0.554836959866186
7070	1012	0.451596969880221
7070	2624	0.684472514840475
7070	26119	0.356320920038198
7070	29763	0.477174571380649
7070	5538	0.540244858325946
7070	5879	0.604009017728739
7070	6441	0.492666312501497
7070	11037	0.462074622562202
7070	9765	0.416292332443952
7189	50852	0.356798542739254
7189	7334	0.304457887531098
7189	487	0.37643110891227
7189	489	0.344435705107584
7189	27032	0.296663501658407
7189	776	0.498910730340329
7189	781	0.379419544178025
7189	784	0.329530189713318
7189	785	0.366778279911232
7189	6355	0.276107402632433
7189	1447	0.488956918352159
7189	10316	0.324859801077088
7189	4852	0.478079784228667
7189	5350	0.348831116334203
7189	6261	0.33544171552295
7189	6263	0.375241037369005
7189	6546	0.496298333696525
7189	6588	0.377092006260587
7189	6786	0.537090171057137
7189	7220	0.308385767822656
7189	7222	0.415620235691605
7189	7223	0.371012038795507
7189	7224	0.305102866173773
7189	7226	0.498614915152025
7189	56302	0.365792156726898
7189	197	0.335340562292877
7189	1175	0.326656435360283
7189	382	0.243512079301254
7189	566	0.304677203647964
7189	867	0.339744843261453
7189	1012	0.311800625687522
7189	2624	0.452836766403669
7189	26119	0.315510148958685
7189	29763	0.244038290311016
7189	5538	0.421096340338268
7189	5879	0.325101448950947
7189	6441	0.400009695545934
7189	11037	0.33864433544005
7189	9765	0.322603410740815
50852	7334	0.284146909315886
50852	487	0.426047610906109
50852	489	0.420824284062887
50852	27032	0.267738101332365
50852	776	0.438805158491893
50852	781	0.328091421631428
50852	784	0.360523698552588
50852	785	0.321439076321961
50852	6355	0.232700779410572
50852	1447	0.417690650331952
50852	10316	0.31753131578056
50852	4852	0.332654836715284
50852	5350	0.344166164044582
50852	6261	0.345211563405767
50852	6263	0.342725355802913
50852	6546	0.316898685091915
50852	6588	0.354099447566902
50852	6786	0.318202618419629
50852	7220	0.292611622970333
50852	7222	0.421858497187492
50852	7223	0.31939897346375
50852	7224	0.300991661895531
50852	7226	0.331961116367059
50852	56302	0.328926612062863
50852	197	0.283928501628372
50852	1175	0.280417230962253
50852	382	0.265381253466559
50852	566	0.243694248893996
50852	867	0.27933278428389
50852	1012	0.248434805322025
50852	2624	0.339737154178865
50852	26119	0.333300452988489
50852	29763	0.298633904951326
50852	5538	0.234956064947338
50852	5879	0.271011485883626
50852	6441	0.353401105516584
50852	11037	0.224049666664602
50852	9765	0.260017583316347
7334	487	0.305306433052229
7334	489	0.331270730550831
7334	27032	0.370125717826172
7334	776	0.397882609352491
7334	781	0.336203442374417
7334	784	0.36340938821041
7334	785	0.318111766388594
7334	6355	0.271674947380263
7334	1447	0.318042056744224
7334	10316	0.290419348307721
7334	4852	0.3508611841359
7334	5350	0.285080187863018
7334	6261	0.255610963096658
7334	6263	0.299554577884676
7334	6546	0.282600674748777
7334	6588	0.321913535824988
7334	6786	0.378034297916988
7334	7220	0.286521382733066
7334	7222	0.367204709862454
7334	7223	0.221360768467483
7334	7224	0.247566726670378
7334	7226	0.416189687631483
7334	56302	0.305619469737419
7334	197	0.273603588390618
7334	1175	0.398486844907902
7334	382	0.22903244726733
7334	566	0.211420494714402
7334	867	0.323767883579789
7334	1012	0.341066991411291
7334	2624	0.302742832028319
7334	26119	0.240640998645973
7334	29763	0.307431414616824
7334	5538	0.321984942189028
7334	5879	0.368230548372284
7334	6441	0.287386128404193
7334	11037	0.206289142628491
7334	9765	0.30926245582292
487	489	0.389223194470796
487	27032	0.294986718054784
487	776	0.64026731207704
487	781	0.559898590133957
487	784	0.559976924883352
487	785	0.507287408561241
487	6355	0.398553046786006
487	1447	0.592355735256824
487	10316	0.491167741917587
487	4852	0.599724660238416
487	5350	0.524061617847185
487	6261	0.529386087495882
487	6263	0.530745454786236
487	6546	0.509984188266453
487	6588	0.690754321683114
487	6786	0.575959987264811
487	7220	0.515838197682621
487	7222	0.515732401448418
487	7223	0.405330083852334
487	7224	0.415500805262537
487	7226	0.541598653560242
487	56302	0.470684014765575
487	197	0.442289398798851
487	1175	0.399032265137806
487	382	0.249453350397109
487	566	0.32402527148922
487	867	0.547726828687267
487	1012	0.392063508560455
487	2624	0.710662306099176
487	26119	0.310474754767312
487	29763	0.505426837186468
487	5538	0.399855145101742
487	5879	0.476048219303118
487	6441	0.469932669907609
487	11037	0.366870421258482
487	9765	0.353398350726333
489	27032	0.287389353531702
489	776	0.408955617521484
489	781	0.375841724522996
489	784	0.311684000799992
489	785	0.310585385058218
489	6355	0.274275528948904
489	1447	0.441120119950827
489	10316	0.356420173294262
489	4852	0.449879916142533
489	5350	0.361331140200482
489	6261	0.331671104584223
489	6263	0.320937190523089
489	6546	0.368957710750534
489	6588	0.41508605706988
489	6786	0.357494575338142
489	7220	0.327872552815989
489	7222	0.40551261621929
489	7223	0.278942192596704
489	7224	0.318175893602154
489	7226	0.357209037027781
489	56302	0.306738474072851
489	197	0.345754259806263
489	1175	0.314328509969985
489	382	0.222427630228932
489	566	0.304067205226166
489	867	0.335392859980512
489	1012	0.280893080807405
489	2624	0.423106046899408
489	26119	0.292639848257425
489	29763	0.368717435851218
489	5538	0.263042387585745
489	5879	0.240816106653599
489	6441	0.366359653168926
489	11037	0.302026477233713
489	9765	0.265130535641397
27032	776	0.40597905634766
27032	781	0.289362816851304
27032	784	0.466405890604557
27032	785	0.418777264530177
27032	6355	0.279900002198391
27032	1447	0.29858141879311
27032	10316	0.261583894215202
27032	4852	0.453748893003321
27032	5350	0.261207064700732
27032	6261	0.36941480869985
27032	6263	0.41575666615124
27032	6546	0.360568494393944
27032	6588	0.35855071702223
27032	6786	0.352841126789084
27032	7220	0.406101847397914
27032	7222	0.395827753687463
27032	7223	0.310169357748879
27032	7224	0.237101922229159
27032	7226	0.373369960498066
27032	56302	0.316191294202436
27032	197	0.319701958765565
27032	1175	0.331303009932418
27032	382	0.251631072725769
27032	566	0.24883482506407
27032	867	0.279392359769828
27032	1012	0.371854379356243
27032	2624	0.389743351832724
27032	26119	0.25059397640193
27032	29763	0.312682699044972
27032	5538	0.349255908912512
27032	5879	0.479583079130422
27032	6441	0.258671413473245
27032	11037	0.286184204661365
27032	9765	0.351676059125955
776	781	0.559515656937411
776	784	0.686355236499967
776	785	0.59004975409581
776	6355	0.326621158858486
776	1447	0.696979158024656
776	10316	0.490983470898792
776	4852	0.785955769373286
776	5350	0.521446803188143
776	6261	0.559790298084124
776	6263	0.619435249354821
776	6546	0.629045922470106
776	6588	0.746732197934618
776	6786	0.655160331160862
776	7220	0.459715619743935
776	7222	0.598537113661209
776	7223	0.363427626779506
776	7224	0.442696892484358
776	7226	0.616159296930628
776	56302	0.466509027275276
776	197	0.475672559682199
776	1175	0.458835006822325
776	382	0.233912239328121
776	566	0.396801915886252
776	867	0.562490310448187
776	1012	0.506566996465657
776	2624	0.656960359422127
776	26119	0.351002240599746
776	29763	0.547537030475038
776	5538	0.453050232133135
776	5879	0.554114367270523
776	6441	0.613968735829592
776	11037	0.42419965083301
776	9765	0.381391466225259
781	784	0.514083288349782
781	785	0.440530512153869
781	6355	0.386673197057114
781	1447	0.549810970424801
781	10316	0.440714428845487
781	4852	0.579781712904893
781	5350	0.408270283758209
781	6261	0.427836893255786
781	6263	0.422895498800894
781	6546	0.584490849765269
781	6588	0.592192382338564
781	6786	0.491115058787906
781	7220	0.459613216528705
781	7222	0.463134601040088
781	7223	0.418373948154173
781	7224	0.443652890269609
781	7226	0.46816635072243
781	56302	0.468863945839164
781	197	0.474637365310828
781	1175	0.331570754887631
781	382	0.227480892108371
781	566	0.28888124685248
781	867	0.472215886406376
781	1012	0.379654706240449
781	2624	0.568018290309901
781	26119	0.303766247210712
781	29763	0.445477179350201
781	5538	0.327547708044334
781	5879	0.377268829365059
781	6441	0.424021110563963
781	11037	0.353498583295776
781	9765	0.276331375158824
784	785	0.515832655934718
784	6355	0.363601655189607
784	1447	0.544329366692917
784	10316	0.420239045031473
784	4852	0.595957487148668
784	5350	0.461266170410818
784	6261	0.467619539237497
784	6263	0.579807338386658
784	6546	0.488779097713994
784	6588	0.498276293009354
784	6786	0.496378317688837
784	7220	0.507042449484789
784	7222	0.53512626941575
784	7223	0.39766665790603
784	7224	0.338720808259907
784	7226	0.510781890714849
784	56302	0.481954010620959
784	197	0.452133119008521
784	1175	0.390470282679317
784	382	0.222181007302635
784	566	0.359400812972013
784	867	0.459600938048294
784	1012	0.520591168734299
784	2624	0.604893822174241
784	26119	0.330735672609922
784	29763	0.402365314040343
784	5538	0.403813711611582
784	5879	0.524472114175593
784	6441	0.45495377382919
784	11037	0.375884673852242
784	9765	0.451232510203757
785	6355	0.326140965772874
785	1447	0.469566074047197
785	10316	0.409624571240996
785	4852	0.566609386385247
785	5350	0.414688480438257
785	6261	0.378539745624555
785	6263	0.566683002362481
785	6546	0.417610626744104
785	6588	0.516998993947307
785	6786	0.510604059417531
785	7220	0.369141937893319
785	7222	0.596029989220008
785	7223	0.355316948229755
785	7224	0.375786811812173
785	7226	0.479011393971557
785	56302	0.433183115920096
785	197	0.357624582530842
785	1175	0.373566284329683
785	382	0.22136861558662
785	566	0.375215291925458
785	867	0.438925201270932
785	1012	0.375187529783188
785	2624	0.593684724355131
785	26119	0.259016524320221
785	29763	0.354510186143872
785	5538	0.413347628676236
785	5879	0.433465682714788
785	6441	0.407955937840369
785	11037	0.363735514498321
785	9765	0.390440168899093
6355	1447	0.325450842607191
6355	10316	0.376217176902574
6355	4852	0.374612395997228
6355	5350	0.286529461980076
6355	6261	0.40509391843991
6355	6263	0.320852198381446
6355	6546	0.392887248000568
6355	6588	0.397388973090363
6355	6786	0.350521341923121
6355	7220	0.323834403320941
6355	7222	0.434446062643383
6355	7223	0.306626060759931
6355	7224	0.30828567374251
6355	7226	0.333598745279522
6355	56302	0.294043475994773
6355	197	0.363738183718805
6355	1175	0.288782886708707
6355	382	0.273870108965082
6355	566	0.28078977946685
6355	867	0.340626112754213
6355	1012	0.358943483067933
6355	2624	0.472167899186569
6355	26119	0.210157965224613
6355	29763	0.264620970142266
6355	5538	0.299955273281858
6355	5879	0.361709980315861
6355	6441	0.315342174465142
6355	11037	0.330468837365652
6355	9765	0.306976357061934
1447	10316	0.433366274501532
1447	4852	0.609722973691224
1447	5350	0.537970795974557
1447	6261	0.50179436672038
1447	6263	0.562332592467323
1447	6546	0.537139875777694
1447	6588	0.632742392304663
1447	6786	0.645368777504036
1447	7220	0.498151120304378
1447	7222	0.564212860974469
1447	7223	0.421487272151784
1447	7224	0.39464724254275
1447	7226	0.606005519483463
1447	56302	0.501417219572801
1447	197	0.482541845636344
1447	1175	0.3422289649394
1447	382	0.248644452813019
1447	566	0.329257499787575
1447	867	0.544923467750145
1447	1012	0.388982558351441
1447	2624	0.631574132836582
1447	26119	0.295413685791132
1447	29763	0.465452851344572
1447	5538	0.395896013661608
1447	5879	0.329628004999137
1447	6441	0.533300884045478
1447	11037	0.419845103019751
1447	9765	0.392254777469328
10316	4852	0.531492863637487
10316	5350	0.3603868501205
10316	6261	0.384523971146564
10316	6263	0.356309536077933
10316	6546	0.401835128370449
10316	6588	0.528745568774265
10316	6786	0.477034685254493
10316	7220	0.351035510736227
10316	7222	0.466605682887559
10316	7223	0.345842704851948
10316	7224	0.334157261179215
10316	7226	0.476599540703352
10316	56302	0.412159821057594
10316	197	0.373907709919974
10316	1175	0.313420554651223
10316	382	0.195865523493633
10316	566	0.25448708335902
10316	867	0.422774989893593
10316	1012	0.447332228737868
10316	2624	0.463395142557383
10316	26119	0.242392375019993
10316	29763	0.384270682166724
10316	5538	0.330463166403783
10316	5879	0.376633433009548
10316	6441	0.408965561212852
10316	11037	0.298927657278568
10316	9765	0.255198703129301
4852	5350	0.502481346873793
4852	6261	0.555094272083465
4852	6263	0.668093413575186
4852	6546	0.523117347550179
4852	6588	0.623324929230513
4852	6786	0.518548047598488
4852	7220	0.514397362674818
4852	7222	0.591833136594922
4852	7223	0.414418419987681
4852	7224	0.411482462074607
4852	7226	0.629120821641957
4852	56302	0.506826334998954
4852	197	0.507126974495603
4852	1175	0.406724455467874
4852	382	0.243275378558827
4852	566	0.319200661625313
4852	867	0.497531551582303
4852	1012	0.511249357701751
4852	2624	0.638271853433841
4852	26119	0.311968104650909
4852	29763	0.539266939990797
4852	5538	0.463695322361508
4852	5879	0.56849765429561
4852	6441	0.493837235406772
4852	11037	0.395962196987121
4852	9765	0.37201521393368
5350	6261	0.396229925478213
5350	6263	0.422271077154561
5350	6546	0.410350758484653
5350	6588	0.573467765973379
5350	6786	0.472428135921708
5350	7220	0.398582719920532
5350	7222	0.39870379547679
5350	7223	0.328787704378951
5350	7224	0.443703060207813
5350	7226	0.416984248420252
5350	56302	0.425384742475315
5350	197	0.415202569412614
5350	1175	0.278001339445992
5350	382	0.225546635215891
5350	566	0.327465593059837
5350	867	0.472209162293028
5350	1012	0.402563996827515
5350	2624	0.505955418637585
5350	26119	0.248319226253226
5350	29763	0.442444412890333
5350	5538	0.348513628190234
5350	5879	0.403575446149238
5350	6441	0.409236661994202
5350	11037	0.485738231884634
5350	9765	0.320797715009028
6261	6263	0.487613905108321
6261	6546	0.418233702124751
6261	6588	0.652368984282014
6261	6786	0.479209397516137
6261	7220	0.481420354075722
6261	7222	0.427831608873881
6261	7223	0.315375758090428
6261	7224	0.390769004620534
6261	7226	0.563445608685509
6261	56302	0.381502407391161
6261	197	0.369988124849247
6261	1175	0.500381061282217
6261	382	0.249269954229684
6261	566	0.266813289155923
6261	867	0.497043063203606
6261	1012	0.41459839837688
6261	2624	0.535798577256833
6261	26119	0.291546392022742
6261	29763	0.45297578015961
6261	5538	0.478296634647659
6261	5879	0.49242614258708
6261	6441	0.361079108677452
6261	11037	0.338031145197462
6261	9765	0.347952229718289
6263	6546	0.59910312068599
6263	6588	0.568038484290924
6263	6786	0.468877700560136
6263	7220	0.575719658994955
6263	7222	0.604384083656424
6263	7223	0.416792542679774
6263	7224	0.325934671952675
6263	7226	0.463126879565243
6263	56302	0.412197640136211
6263	197	0.442145915261781
6263	1175	0.373364255555425
6263	382	0.236640537597038
6263	566	0.279893823720124
6263	867	0.489065525300191
6263	1012	0.469003976308956
6263	2624	0.61379069821686
6263	26119	0.270909344963693
6263	29763	0.382134786875567
6263	5538	0.50088621759716
6263	5879	0.548216958054864
6263	6441	0.433356753847039
6263	11037	0.396445204331012
6263	9765	0.428046881172438
6546	6588	0.581163575450302
6546	6786	0.557946817463493
6546	7220	0.425230684783495
6546	7222	0.511860470324056
6546	7223	0.36501426508888
6546	7224	0.395239248769923
6546	7226	0.565506299347375
6546	56302	0.449634556576505
6546	197	0.469020815268128
6546	1175	0.354035049777887
6546	382	0.231337435558897
6546	566	0.332935172839062
6546	867	0.507491351734107
6546	1012	0.338162650801137
6546	2624	0.671838526079902
6546	26119	0.290165020637575
6546	29763	0.336096454838618
6546	5538	0.461104108199557
6546	5879	0.442597496726103
6546	6441	0.503171391868158
6546	11037	0.346742493158039
6546	9765	0.404433069758899
6588	6786	0.589045476504742
6588	7220	0.444082549664204
6588	7222	0.556319919619663
6588	7223	0.395200602231547
6588	7224	0.48905586095848
6588	7226	0.557964873541261
6588	56302	0.471057259037409
6588	197	0.495501641279633
6588	1175	0.428301740157192
6588	382	0.241322913545195
6588	566	0.333246611990149
6588	867	0.559465740879217
6588	1012	0.425777328119724
6588	2624	0.707591372495955
6588	26119	0.286119304179827
6588	29763	0.494775017459642
6588	5538	0.364687319436784
6588	5879	0.446852519953493
6588	6441	0.51488706033039
6588	11037	0.346245340870713
6588	9765	0.3504588788806
6786	7220	0.452876114857183
6786	7222	0.593077821345932
6786	7223	0.378765247010027
6786	7224	0.44864186122132
6786	7226	0.614195746355075
6786	56302	0.431184278677169
6786	197	0.469609635999588
6786	1175	0.376120574474467
6786	382	0.237141181644771
6786	566	0.298514738045468
