717	973	0.126594560364111
717	2534	0.345308065179398
717	8517	-0.202161762860921
717	3848	0.661459622157299
717	7462	0.777245367074467
717	10892	-0.154752223184486
717	4153	0.600471517226606
717	5788	-0.135616436205721
717	7070	0.684557030564302
717	7189	0.567035182473869
717	50852	0.381941910538647
717	7334	0.250227266196613
717	487	0.649668749823069
717	489	0.0229594723448423
717	27032	0.290495749805972
717	776	0.745559266399573
717	781	0.738989091946785
717	784	0.652820665557431
717	785	0.641365212999857
717	6355	0.652080714347038
717	1447	0.76968211806799
717	10316	0.666583798704262
717	4852	0.712411604744659
717	5350	0.638447262440919
717	6261	0.589748533222064
717	6263	0.696814993246114
717	6546	0.734845726784073
717	6588	0.690293442747926
717	6786	0.729531660358882
717	7220	0.55168420985129
717	7222	0.719021454579547
717	7223	0.596076798669819
717	7224	0.615419108706877
717	7226	0.704434085179469
717	56302	0.638354350485312
717	197	0.652719971300468
717	1175	0.463290165558056
717	382	0.0526542837428474
717	566	0.402930879991551
717	867	0.669664969911784
717	1012	0.565367883675408
717	2624	0.768883467212024
717	26119	0.285000097125359
717	29763	0.679451068405627
717	5538	0.441215489820261
717	5879	0.490888560686798
717	6441	0.625565164282709
717	11037	0.637708520759541
717	9765	0.248847000603612
973	2534	0.0191291900294539
973	8517	0.00995367082099624
973	3848	0.127125503420453
973	7462	0.16311021109621
973	10892	0.20310337977033
973	4153	0.192047015005904
973	5788	0.18913542196017
973	7070	0.0778536701599009
973	7189	0.0846049317208165
973	50852	0.171786832040056
973	7334	0.084068124669719
973	487	0.250127751843958
973	489	0.267693288676821
973	27032	-0.0371965118297141
973	776	0.167481813271539
973	781	0.23317608425808
973	784	0.044790539506394
973	785	0.253756637630358
973	6355	0.0145408144517736
973	1447	0.199066527627641
973	10316	0.162947900284637
973	4852	0.116866196898612
973	5350	0.227241705266921
973	6261	0.0457475833039325
973	6263	0.0227274833725539
973	6546	0.133825259834439
973	6588	0.234470089263882
973	6786	0.132518730542899
973	7220	-0.0146758706139927
973	7222	0.124364813105755
973	7223	0.0910618973863505
973	7224	0.237089774203694
973	7226	0.100002778078774
973	56302	0.11545565153862
973	197	0.109003912857143
973	1175	-0.0515500868223146
973	382	0.0138347880215878
973	566	0.0862292190594332
973	867	0.140551917155288
973	1012	0.143723705201527
973	2624	0.161540876801453
973	26119	-0.0678615661556925
973	29763	0.106957270700301
973	5538	-0.0819961109587292
973	5879	-0.0780960560931153
973	6441	0.0813203893447744
973	11037	0.0250616826335835
973	9765	-0.0394184663832997
2534	8517	0.252602706119599
2534	3848	0.125167502653441
2534	7462	0.354756889120829
2534	10892	0.0265037250669538
2534	4153	0.119951857225221
2534	5788	0.109469390632767
2534	7070	0.60829208497871
2534	7189	0.388453537223288
2534	50852	0.355373679842709
2534	7334	0.263064433611961
2534	487	0.245084290822556
2534	489	0.287541499296363
2534	27032	0.470619173645524
2534	776	0.423616620977034
2534	781	0.319761219995829
2534	784	0.403737504202263
2534	785	0.441836380998683
2534	6355	0.235158734925205
2534	1447	0.332047407470568
2534	10316	0.395499179916329
2534	4852	0.386964076480291
2534	5350	0.198415959407154
2534	6261	0.453120641906404
2534	6263	0.466941207142405
2534	6546	0.354533112917185
2534	6588	0.282785427370644
2534	6786	0.486875451727437
2534	7220	0.456776675722363
2534	7222	0.398470610694858
2534	7223	0.312979485130357
2534	7224	0.258852323962749
2534	7226	0.462672185307125
2534	56302	0.336088913027359
2534	197	0.229678073071943
2534	1175	0.40218755199088
