"x"
"1",116
"2",107
"3",99
"4",91
"5",90
"6",88
"7",86
"8",74
"9",71
"10",71
"11",66
"12",66
"13",66
"14",64
"15",64
"16",61
"17",59
"18",57
"19",56
"20",55
"21",52
"22",52
"23",50
"24",49
"25",48
"26",46
"27",38
"28",35
"29",32
"30",32
"31",31
"32",28
