Input Value	Input Type	Gene ID	
ENSG00000103540	Ensembl Gene ID	9738	
ENSG00000103544	Ensembl Gene ID	57020	
ENSG00000103546	Ensembl Gene ID	6530	
ENSG00000103549	Ensembl Gene ID	9810	
ENSG00000103550	Ensembl Gene ID	400506	
ENSG00000103569	Ensembl Gene ID	366	
ENSG00000103591	Ensembl Gene ID	79719	
ENSG00000103599	Ensembl Gene ID	64799	
ENSG00000103642	Ensembl Gene ID	114294	
ENSG00000103647	Ensembl Gene ID	10391	
ENSG00000103653	Ensembl Gene ID	1445	
ENSG00000103657	Ensembl Gene ID	8925	
ENSG00000103671	Ensembl Gene ID	9325	
ENSG00000103707	Ensembl Gene ID	123263	
ENSG00000103710	Ensembl Gene ID	51285	
ENSG00000103723	Ensembl Gene ID	8120	
ENSG00000103740	Ensembl Gene ID	23205	
ENSG00000103742	Ensembl Gene ID	57722	
ENSG00000103769	Ensembl Gene ID	8766	
ENSG00000103811	Ensembl Gene ID	1512	
ENSG00000103832	Ensembl Gene ID	-	
ENSG00000103852	Ensembl Gene ID	64927	
ENSG00000103855	Ensembl Gene ID	80381	
ENSG00000103876	Ensembl Gene ID	2184	
ENSG00000103888	Ensembl Gene ID	57214	
ENSG00000103932	Ensembl Gene ID	26015	
ENSG00000103942	Ensembl Gene ID	9455	
ENSG00000103966	Ensembl Gene ID	30844	
ENSG00000103978	Ensembl Gene ID	25963	
ENSG00000103994	Ensembl Gene ID	64397	
ENSG00000103995	Ensembl Gene ID	22995	
ENSG00000104043	Ensembl Gene ID	79895	
ENSG00000104044	Ensembl Gene ID	4948	
ENSG00000104047	Ensembl Gene ID	-	
ENSG00000104055	Ensembl Gene ID	9333	
ENSG00000104059	Ensembl Gene ID	23359	
ENSG00000104064	Ensembl Gene ID	55056; 2553	
ENSG00000104067	Ensembl Gene ID	7082	
ENSG00000104081	Ensembl Gene ID	90427	
ENSG00000104093	Ensembl Gene ID	23312	
ENSG00000104112	Ensembl Gene ID	29106	
ENSG00000104129	Ensembl Gene ID	55192	
ENSG00000104131	Ensembl Gene ID	8669	
ENSG00000104133	Ensembl Gene ID	80208	
ENSG00000104140	Ensembl Gene ID	171177	
ENSG00000104142	Ensembl Gene ID	57617	
ENSG00000104147	Ensembl Gene ID	11339	
ENSG00000104154	Ensembl Gene ID	7782	
ENSG00000104164	Ensembl Gene ID	26258	
ENSG00000104177	Ensembl Gene ID	50804	
ENSG00000104205	Ensembl Gene ID	23678	
ENSG00000104213	Ensembl Gene ID	5157	
ENSG00000104218	Ensembl Gene ID	79848	
ENSG00000104219	Ensembl Gene ID	51201	
ENSG00000104221	Ensembl Gene ID	55290	
ENSG00000104228	Ensembl Gene ID	23087	
ENSG00000104231	Ensembl Gene ID	79752	
ENSG00000104237	Ensembl Gene ID	6101	
ENSG00000104267	Ensembl Gene ID	760	
ENSG00000104290	Ensembl Gene ID	7976	
ENSG00000104299	Ensembl Gene ID	55756	
ENSG00000104312	Ensembl Gene ID	8767	
ENSG00000104313	Ensembl Gene ID	2138	
ENSG00000104320	Ensembl Gene ID	4683	
ENSG00000104321	Ensembl Gene ID	8989	
ENSG00000104324	Ensembl Gene ID	10404	
ENSG00000104325	Ensembl Gene ID	1666	
ENSG00000104327	Ensembl Gene ID	793	
ENSG00000104331	Ensembl Gene ID	54928	
ENSG00000104332	Ensembl Gene ID	6422	
ENSG00000104341	Ensembl Gene ID	55353	
ENSG00000104343	Ensembl Gene ID	55284	
ENSG00000104356	Ensembl Gene ID	10940	
ENSG00000104361	Ensembl Gene ID	79815	
ENSG00000104365	Ensembl Gene ID	3551	
ENSG00000104368	Ensembl Gene ID	5327	
ENSG00000104369	Ensembl Gene ID	56704	
ENSG00000104371	Ensembl Gene ID	27121	
ENSG00000104375	Ensembl Gene ID	6788	
ENSG00000104381	Ensembl Gene ID	54332	
ENSG00000104388	Ensembl Gene ID	5862	
ENSG00000104408	Ensembl Gene ID	3646	
ENSG00000104412	Ensembl Gene ID	9694	
ENSG00000104413	Ensembl Gene ID	54845	
ENSG00000104415	Ensembl Gene ID	8840	
ENSG00000104419	Ensembl Gene ID	10397	
ENSG00000104427	Ensembl Gene ID	51101	
ENSG00000104432	Ensembl Gene ID	3574	
ENSG00000104435	Ensembl Gene ID	11075	
ENSG00000104442	Ensembl Gene ID	55156	
ENSG00000104447	Ensembl Gene ID	7227	
ENSG00000104450	Ensembl Gene ID	6674	
ENSG00000104472	Ensembl Gene ID	54108	
ENSG00000104490	Ensembl Gene ID	83988	
ENSG00000104497	Ensembl Gene ID	64089	
ENSG00000104499	Ensembl Gene ID	2765	
ENSG00000104517	Ensembl Gene ID	51366	
ENSG00000104518	Ensembl Gene ID	79792	
ENSG00000104522	Ensembl Gene ID	7264	
ENSG00000104524	Ensembl Gene ID	65263	
ENSG00000104529	Ensembl Gene ID	1936	
ENSG00000104537	Ensembl Gene ID	312	
ENSG00000104549	Ensembl Gene ID	6713	
ENSG00000104611	Ensembl Gene ID	63898	
ENSG00000104613	Ensembl Gene ID	55174	
ENSG00000104626	Ensembl Gene ID	90459	
ENSG00000104635	Ensembl Gene ID	23516	
ENSG00000104643	Ensembl Gene ID	66036	
ENSG00000104660	Ensembl Gene ID	23484	
ENSG00000104671	Ensembl Gene ID	10671	
ENSG00000104679	Ensembl Gene ID	203069	
ENSG00000104687	Ensembl Gene ID	2936	
ENSG00000104689	Ensembl Gene ID	8797	
ENSG00000104691	Ensembl Gene ID	7993	
ENSG00000104695	Ensembl Gene ID	5516	
ENSG00000104714	Ensembl Gene ID	157697	
ENSG00000104722	Ensembl Gene ID	4741	
ENSG00000104723	Ensembl Gene ID	7991	
ENSG00000104728	Ensembl Gene ID	9639	
ENSG00000104731	Ensembl Gene ID	54758	
ENSG00000104738	Ensembl Gene ID	-	
ENSG00000104755	Ensembl Gene ID	2515	
ENSG00000104756	Ensembl Gene ID	54793	
ENSG00000104760	Ensembl Gene ID	2267	
ENSG00000104763	Ensembl Gene ID	427	
ENSG00000104765	Ensembl Gene ID	665	
ENSG00000104774	Ensembl Gene ID	4125	
ENSG00000104783	Ensembl Gene ID	3783	
ENSG00000104804	Ensembl Gene ID	7288	
ENSG00000104805	Ensembl Gene ID	4924	
ENSG00000104808	Ensembl Gene ID	27294	
ENSG00000104812	Ensembl Gene ID	2997	
ENSG00000104814	Ensembl Gene ID	11184	
ENSG00000104818	Ensembl Gene ID	114336	
ENSG00000104823	Ensembl Gene ID	1891	
ENSG00000104824	Ensembl Gene ID	3191	
ENSG00000104825	Ensembl Gene ID	4793	
ENSG00000104826	Ensembl Gene ID	3972	
ENSG00000104827	Ensembl Gene ID	1082	
ENSG00000104833	Ensembl Gene ID	10382	
ENSG00000104835	Ensembl Gene ID	54938	
ENSG00000104848	Ensembl Gene ID	3743	
ENSG00000104852	Ensembl Gene ID	6625	
ENSG00000104853	Ensembl Gene ID	1209	
ENSG00000104856	Ensembl Gene ID	5971	
ENSG00000104859	Ensembl Gene ID	11129	
ENSG00000104863	Ensembl Gene ID	64130	
ENSG00000104866	Ensembl Gene ID	284352	
ENSG00000104870	Ensembl Gene ID	2217	
ENSG00000104872	Ensembl Gene ID	55011	
ENSG00000104879	Ensembl Gene ID	1158	
ENSG00000104880	Ensembl Gene ID	23370	
ENSG00000104881	Ensembl Gene ID	10848	
ENSG00000104883	Ensembl Gene ID	92960	
ENSG00000104884	Ensembl Gene ID	2068	
ENSG00000104885	Ensembl Gene ID	84444	
ENSG00000104886	Ensembl Gene ID	55111	
ENSG00000104888	Ensembl Gene ID	57030	
ENSG00000104889	Ensembl Gene ID	10535	
ENSG00000104892	Ensembl Gene ID	147700	
ENSG00000104894	Ensembl Gene ID	951	
ENSG00000104897	Ensembl Gene ID	8175	
ENSG00000104899	Ensembl Gene ID	268	
ENSG00000104901	Ensembl Gene ID	27120	
ENSG00000104903	Ensembl Gene ID	4066	
ENSG00000104904	Ensembl Gene ID	4946	
ENSG00000104907	Ensembl Gene ID	55621	
ENSG00000104915	Ensembl Gene ID	8677	
ENSG00000104918	Ensembl Gene ID	56729	
ENSG00000104921	Ensembl Gene ID	2208	
ENSG00000104936	Ensembl Gene ID	1760	
ENSG00000104938	Ensembl Gene ID	10332	
ENSG00000104941	Ensembl Gene ID	81492	
ENSG00000104946	Ensembl Gene ID	79735	
ENSG00000104951	Ensembl Gene ID	259307	
ENSG00000104953	Ensembl Gene ID	79816	
ENSG00000104957	Ensembl Gene ID	81576	
ENSG00000104960	Ensembl Gene ID	53635	
ENSG00000104964	Ensembl Gene ID	166	
ENSG00000104967	Ensembl Gene ID	4858	
ENSG00000104969	Ensembl Gene ID	6449	
ENSG00000104970	Ensembl Gene ID	-	
ENSG00000104972	Ensembl Gene ID	10859	
ENSG00000104973	Ensembl Gene ID	81857	
ENSG00000104974	Ensembl Gene ID	11024	
ENSG00000104976	Ensembl Gene ID	6618	
ENSG00000104979	Ensembl Gene ID	28974	
ENSG00000104980	Ensembl Gene ID	10469	
ENSG00000104983	Ensembl Gene ID	729440	
ENSG00000104998	Ensembl Gene ID	9466	
ENSG00000105011	Ensembl Gene ID	55723	
ENSG00000105048	Ensembl Gene ID	7138	
ENSG00000105053	Ensembl Gene ID	51231	
ENSG00000105058	Ensembl Gene ID	26017	
ENSG00000105063	Ensembl Gene ID	22870	
ENSG00000105072	Ensembl Gene ID	84167	
ENSG00000105085	Ensembl Gene ID	9441	
ENSG00000105088	Ensembl Gene ID	93145	
ENSG00000105122	Ensembl Gene ID	64926	
ENSG00000105127	Ensembl Gene ID	10270	
ENSG00000105131	Ensembl Gene ID	79852	
ENSG00000105135	Ensembl Gene ID	10994	
ENSG00000105136	Ensembl Gene ID	79744	
ENSG00000105137	Ensembl Gene ID	85360	
ENSG00000105141	Ensembl Gene ID	23581	
ENSG00000105143	Ensembl Gene ID	6511	
ENSG00000105146	Ensembl Gene ID	6795	
ENSG00000105171	Ensembl Gene ID	10775	
ENSG00000105173	Ensembl Gene ID	898	
ENSG00000105176	Ensembl Gene ID	8725	
ENSG00000105185	Ensembl Gene ID	9141	
ENSG00000105186	Ensembl Gene ID	84079	
ENSG00000105193	Ensembl Gene ID	6217	
ENSG00000105197	Ensembl Gene ID	92609	
ENSG00000105198	Ensembl Gene ID	29124	
ENSG00000105202	Ensembl Gene ID	2091	
ENSG00000105204	Ensembl Gene ID	9149	
ENSG00000105205	Ensembl Gene ID	1178	
ENSG00000105219	Ensembl Gene ID	79935	
ENSG00000105220	Ensembl Gene ID	2821	
ENSG00000105221	Ensembl Gene ID	208	
ENSG00000105223	Ensembl Gene ID	23646	
ENSG00000105227	Ensembl Gene ID	57716	
ENSG00000105229	Ensembl Gene ID	51588	
ENSG00000105245	Ensembl Gene ID	9253	
ENSG00000105246	Ensembl Gene ID	10148	
ENSG00000105248	Ensembl Gene ID	55702	
ENSG00000105251	Ensembl Gene ID	56961	
ENSG00000105254	Ensembl Gene ID	1155	
ENSG00000105255	Ensembl Gene ID	79187	
ENSG00000105258	Ensembl Gene ID	5438	
ENSG00000105261	Ensembl Gene ID	-	
ENSG00000105270	Ensembl Gene ID	25999	
ENSG00000105278	Ensembl Gene ID	23217	
ENSG00000105281	Ensembl Gene ID	6510	
ENSG00000105287	Ensembl Gene ID	25865	
ENSG00000105289	Ensembl Gene ID	27134	
ENSG00000105290	Ensembl Gene ID	333	
ENSG00000105298	Ensembl Gene ID	58509	
ENSG00000105321	Ensembl Gene ID	26093	
ENSG00000105323	Ensembl Gene ID	11100	
ENSG00000105325	Ensembl Gene ID	51343	
ENSG00000105327	Ensembl Gene ID	27113	
ENSG00000105329	Ensembl Gene ID	7040	
ENSG00000105339	Ensembl Gene ID	22898	
ENSG00000105341	Ensembl Gene ID	55101	
ENSG00000105352	Ensembl Gene ID	1089	
ENSG00000105355	Ensembl Gene ID	10226	
ENSG00000105357	Ensembl Gene ID	79784	
ENSG00000105364	Ensembl Gene ID	51073	
ENSG00000105366	Ensembl Gene ID	27181	
ENSG00000105369	Ensembl Gene ID	973	
ENSG00000105370	Ensembl Gene ID	3982	
ENSG00000105371	Ensembl Gene ID	3386	
ENSG00000105372	Ensembl Gene ID	6223	
ENSG00000105373	Ensembl Gene ID	29997	
ENSG00000105374	Ensembl Gene ID	4818	
ENSG00000105376	Ensembl Gene ID	7087	
ENSG00000105379	Ensembl Gene ID	2109	
ENSG00000105383	Ensembl Gene ID	945	
ENSG00000105388	Ensembl Gene ID	1048	
ENSG00000105392	Ensembl Gene ID	1406	
ENSG00000105393	Ensembl Gene ID	29086	
ENSG00000105397	Ensembl Gene ID	7297	
ENSG00000105398	Ensembl Gene ID	6822	
ENSG00000105401	Ensembl Gene ID	11140	
ENSG00000105402	Ensembl Gene ID	8775	
ENSG00000105404	Ensembl Gene ID	10567	
ENSG00000105409	Ensembl Gene ID	478	
ENSG00000105419	Ensembl Gene ID	56917	
ENSG00000105426	Ensembl Gene ID	5802	
ENSG00000105427	Ensembl Gene ID	84518	
ENSG00000105428	Ensembl Gene ID	148066	
ENSG00000105429	Ensembl Gene ID	1954	
ENSG00000105438	Ensembl Gene ID	10945	
ENSG00000105443	Ensembl Gene ID	9266	
ENSG00000105447	Ensembl Gene ID	83743	
ENSG00000105464	Ensembl Gene ID	2906	
ENSG00000105467	Ensembl Gene ID	23546	
ENSG00000105472	Ensembl Gene ID	6320	
ENSG00000105479	Ensembl Gene ID	93233	
ENSG00000105483	Ensembl Gene ID	22900	
ENSG00000105486	Ensembl Gene ID	3978	
ENSG00000105492	Ensembl Gene ID	946	
ENSG00000105497	Ensembl Gene ID	7728	
ENSG00000105499	Ensembl Gene ID	8605	
ENSG00000105501	Ensembl Gene ID	8778	
ENSG00000105507	Ensembl Gene ID	56344	
ENSG00000105509	Ensembl Gene ID	3036	
ENSG00000105514	Ensembl Gene ID	9545	
ENSG00000105516	Ensembl Gene ID	1628	
ENSG00000105518	Ensembl Gene ID	374882	
ENSG00000105519	Ensembl Gene ID	828	
ENSG00000105520	Ensembl Gene ID	64748	
ENSG00000105523	Ensembl Gene ID	54854	
ENSG00000105538	Ensembl Gene ID	54922	
ENSG00000105549	Ensembl Gene ID	51298	
ENSG00000105550	Ensembl Gene ID	26291	
ENSG00000105552	Ensembl Gene ID	587	
ENSG00000105556	Ensembl Gene ID	54531	
ENSG00000105559	Ensembl Gene ID	57664	
ENSG00000105568	Ensembl Gene ID	5518	
ENSG00000105576	Ensembl Gene ID	30000	
ENSG00000105583	Ensembl Gene ID	51398	
ENSG00000105605	Ensembl Gene ID	59284	
ENSG00000105607	Ensembl Gene ID	2639	
ENSG00000105609	Ensembl Gene ID	10990	
ENSG00000105610	Ensembl Gene ID	10661	
ENSG00000105612	Ensembl Gene ID	1777	
ENSG00000105613	Ensembl Gene ID	22983	
ENSG00000105617	Ensembl Gene ID	79165	
ENSG00000105618	Ensembl Gene ID	26121	
ENSG00000105619	Ensembl Gene ID	29844	
ENSG00000105639	Ensembl Gene ID	3718	
ENSG00000105640	Ensembl Gene ID	6142	
ENSG00000105641	Ensembl Gene ID	6528	
ENSG00000105642	Ensembl Gene ID	3780	
ENSG00000105643	Ensembl Gene ID	27106	
ENSG00000105647	Ensembl Gene ID	5296	
ENSG00000105649	Ensembl Gene ID	5864	
ENSG00000105650	Ensembl Gene ID	5143; 729966	
ENSG00000105655	Ensembl Gene ID	51477	
ENSG00000105656	Ensembl Gene ID	8178	
ENSG00000105662	Ensembl Gene ID	23373	
ENSG00000105664	Ensembl Gene ID	1311	
ENSG00000105668	Ensembl Gene ID	11045	
ENSG00000105669	Ensembl Gene ID	11316	
ENSG00000105671	Ensembl Gene ID	54555	
ENSG00000105672	Ensembl Gene ID	2116	
ENSG00000105675	Ensembl Gene ID	495	
ENSG00000105676	Ensembl Gene ID	93436	
ENSG00000105677	Ensembl Gene ID	10430	
ENSG00000105679	Ensembl Gene ID	26330	
ENSG00000105694	Ensembl Gene ID	-	
ENSG00000105695	Ensembl Gene ID	4099	
ENSG00000105696	Ensembl Gene ID	25789	
ENSG00000105697	Ensembl Gene ID	57817	
ENSG00000105698	Ensembl Gene ID	7392	
ENSG00000105699	Ensembl Gene ID	51599	
ENSG00000105700	Ensembl Gene ID	79036	
ENSG00000105701	Ensembl Gene ID	23770	
ENSG00000105705	Ensembl Gene ID	57794	
ENSG00000105707	Ensembl Gene ID	3249	
ENSG00000105708	Ensembl Gene ID	7561	
ENSG00000105711	Ensembl Gene ID	6324	
ENSG00000105717	Ensembl Gene ID	80714	
ENSG00000105722	Ensembl Gene ID	2077	
ENSG00000105723	Ensembl Gene ID	2931	
ENSG00000105726	Ensembl Gene ID	57130	
ENSG00000105732	Ensembl Gene ID	64763	
ENSG00000105737	Ensembl Gene ID	2901	
ENSG00000105738	Ensembl Gene ID	23094	
ENSG00000105750	Ensembl Gene ID	7639	
ENSG00000105755	Ensembl Gene ID	23474	
ENSG00000105767	Ensembl Gene ID	199731	
ENSG00000105771	Ensembl Gene ID	56006	
ENSG00000105778	Ensembl Gene ID	23080	
ENSG00000105784	Ensembl Gene ID	154661	
ENSG00000105792	Ensembl Gene ID	79846	
ENSG00000105793	Ensembl Gene ID	101927446; 85865	
ENSG00000105808	Ensembl Gene ID	10156; 102724229	
ENSG00000105810	Ensembl Gene ID	1021	
ENSG00000105819	Ensembl Gene ID	9512	
ENSG00000105821	Ensembl Gene ID	27000	
ENSG00000105825	Ensembl Gene ID	7980	
ENSG00000105829	Ensembl Gene ID	10282	
ENSG00000105835	Ensembl Gene ID	10135	
ENSG00000105849	Ensembl Gene ID	221830	
ENSG00000105851	Ensembl Gene ID	5294	
ENSG00000105852	Ensembl Gene ID	5446	
ENSG00000105854	Ensembl Gene ID	5445	
ENSG00000105855	Ensembl Gene ID	3696	
ENSG00000105856	Ensembl Gene ID	26959	
ENSG00000105865	Ensembl Gene ID	11062	
ENSG00000105866	Ensembl Gene ID	6671	
ENSG00000105875	Ensembl Gene ID	29062	
ENSG00000105877	Ensembl Gene ID	8701	
ENSG00000105879	Ensembl Gene ID	79872	
ENSG00000105880	Ensembl Gene ID	1749	
ENSG00000105887	Ensembl Gene ID	136319; 767558	
ENSG00000105889	Ensembl Gene ID	256227	
ENSG00000105894	Ensembl Gene ID	5764	
ENSG00000105926	Ensembl Gene ID	51678	
ENSG00000105928	Ensembl Gene ID	1687	
ENSG00000105929	Ensembl Gene ID	50617	
ENSG00000105939	Ensembl Gene ID	56829	
ENSG00000105948	Ensembl Gene ID	79989	
ENSG00000105953	Ensembl Gene ID	4967	
ENSG00000105954	Ensembl Gene ID	64111	
ENSG00000105963	Ensembl Gene ID	11033	
ENSG00000105967	Ensembl Gene ID	22797	
ENSG00000105968	Ensembl Gene ID	94239	
ENSG00000105971	Ensembl Gene ID	858	
ENSG00000105974	Ensembl Gene ID	857	
ENSG00000105976	Ensembl Gene ID	4233	
ENSG00000105982	Ensembl Gene ID	140545	
ENSG00000105983	Ensembl Gene ID	64327	
ENSG00000105988	Ensembl Gene ID	-	
ENSG00000105989	Ensembl Gene ID	7472	
ENSG00000105991	Ensembl Gene ID	3198	
ENSG00000105993	Ensembl Gene ID	10049	
ENSG00000105996	Ensembl Gene ID	3199	
ENSG00000105997	Ensembl Gene ID	3200	
ENSG00000106003	Ensembl Gene ID	3955	
ENSG00000106004	Ensembl Gene ID	3202	
ENSG00000106006	Ensembl Gene ID	3203	
ENSG00000106009	Ensembl Gene ID	221927	
ENSG00000106012	Ensembl Gene ID	23288	
ENSG00000106013	Ensembl Gene ID	56311	
ENSG00000106018	Ensembl Gene ID	7434	
ENSG00000106025	Ensembl Gene ID	23554	
ENSG00000106028	Ensembl Gene ID	6742	
ENSG00000106031	Ensembl Gene ID	3209	
ENSG00000106034	Ensembl Gene ID	79974	
ENSG00000106038	Ensembl Gene ID	2128	
ENSG00000106049	Ensembl Gene ID	11112	
ENSG00000106052	Ensembl Gene ID	8887	
ENSG00000106066	Ensembl Gene ID	54504	
ENSG00000106069	Ensembl Gene ID	101928168; 1124	
ENSG00000106070	Ensembl Gene ID	2887	
ENSG00000106077	Ensembl Gene ID	83451	
ENSG00000106078	Ensembl Gene ID	23242	
ENSG00000106080	Ensembl Gene ID	55033	
ENSG00000106086	Ensembl Gene ID	84725	
ENSG00000106089	Ensembl Gene ID	6804	
ENSG00000106100	Ensembl Gene ID	10392	
ENSG00000106105	Ensembl Gene ID	2617	
ENSG00000106113	Ensembl Gene ID	1395	
ENSG00000106123	Ensembl Gene ID	2051	
ENSG00000106125	Ensembl Gene ID	84182	
ENSG00000106128	Ensembl Gene ID	2692	
ENSG00000106133	Ensembl Gene ID	260294; 155400	
ENSG00000106144	Ensembl Gene ID	835	
ENSG00000106153	Ensembl Gene ID	51142	
ENSG00000106178	Ensembl Gene ID	6369	
ENSG00000106211	Ensembl Gene ID	3315	
ENSG00000106236	Ensembl Gene ID	4885	
ENSG00000106244	Ensembl Gene ID	11333	
ENSG00000106245	Ensembl Gene ID	8896	
ENSG00000106246	Ensembl Gene ID	26024; 100526740	
ENSG00000106258	Ensembl Gene ID	1577	
ENSG00000106261	Ensembl Gene ID	7586	
ENSG00000106263	Ensembl Gene ID	8662	
ENSG00000106266	Ensembl Gene ID	29886	
ENSG00000106268	Ensembl Gene ID	4521	
ENSG00000106278	Ensembl Gene ID	5803	
ENSG00000106290	Ensembl Gene ID	6878	
ENSG00000106299	Ensembl Gene ID	8976	
ENSG00000106302	Ensembl Gene ID	23553	
ENSG00000106304	Ensembl Gene ID	6677	
ENSG00000106305	Ensembl Gene ID	7965	
ENSG00000106327	Ensembl Gene ID	7036	
ENSG00000106328	Ensembl Gene ID	29999	
ENSG00000106330	Ensembl Gene ID	64598	
ENSG00000106331	Ensembl Gene ID	5078	
ENSG00000106333	Ensembl Gene ID	5118	
ENSG00000106336	Ensembl Gene ID	26261	
ENSG00000106341	Ensembl Gene ID	10842	
ENSG00000106344	Ensembl Gene ID	55131	
ENSG00000106346	Ensembl Gene ID	84132	
ENSG00000106348	Ensembl Gene ID	3614	
ENSG00000106351	Ensembl Gene ID	3268	
ENSG00000106355	Ensembl Gene ID	23658	
ENSG00000106366	Ensembl Gene ID	5054	
ENSG00000106367	Ensembl Gene ID	1174	
ENSG00000106384	Ensembl Gene ID	346606	
ENSG00000106392	Ensembl Gene ID	56913	
ENSG00000106397	Ensembl Gene ID	8985	
ENSG00000106399	Ensembl Gene ID	6119	
ENSG00000106400	Ensembl Gene ID	10467	
ENSG00000106404	Ensembl Gene ID	24146	
ENSG00000106410	Ensembl Gene ID	135935	
ENSG00000106415	Ensembl Gene ID	113263	
ENSG00000106436	Ensembl Gene ID	93408	
ENSG00000106443	Ensembl Gene ID	9678	
ENSG00000106459	Ensembl Gene ID	4899	
ENSG00000106460	Ensembl Gene ID	-	
ENSG00000106462	Ensembl Gene ID	2146	
ENSG00000106477	Ensembl Gene ID	95681	
ENSG00000106479	Ensembl Gene ID	643641	
ENSG00000106483	Ensembl Gene ID	6424	
ENSG00000106484	Ensembl Gene ID	4232	
ENSG00000106511	Ensembl Gene ID	4223	
ENSG00000106524	Ensembl Gene ID	57037	
ENSG00000106526	Ensembl Gene ID	653857	
ENSG00000106536	Ensembl Gene ID	11281	
ENSG00000106537	Ensembl Gene ID	27075	
ENSG00000106538	Ensembl Gene ID	5919	
ENSG00000106540	Ensembl Gene ID	-	
ENSG00000106541	Ensembl Gene ID	10551	
ENSG00000106546	Ensembl Gene ID	196	
ENSG00000106554	Ensembl Gene ID	54927	
ENSG00000106560	Ensembl Gene ID	26157	
ENSG00000106565	Ensembl Gene ID	28959	
ENSG00000106571	Ensembl Gene ID	2737	
ENSG00000106588	Ensembl Gene ID	5683	
ENSG00000106591	Ensembl Gene ID	64983	
ENSG00000106603	Ensembl Gene ID	55744	
ENSG00000106605	Ensembl Gene ID	644	
ENSG00000106608	Ensembl Gene ID	55665	
ENSG00000106609	Ensembl Gene ID	55069	
ENSG00000106610	Ensembl Gene ID	64940	
ENSG00000106615	Ensembl Gene ID	6009	
ENSG00000106617	Ensembl Gene ID	51422	
ENSG00000106624	Ensembl Gene ID	165	
ENSG00000106628	Ensembl Gene ID	5425	
ENSG00000106631	Ensembl Gene ID	58498	
ENSG00000106633	Ensembl Gene ID	2645	
ENSG00000106635	Ensembl Gene ID	9275	
ENSG00000106636	Ensembl Gene ID	10652	
ENSG00000106638	Ensembl Gene ID	26608	
ENSG00000106648	Ensembl Gene ID	168391	
ENSG00000106665	Ensembl Gene ID	7461	
ENSG00000106682	Ensembl Gene ID	7458	
ENSG00000106683	Ensembl Gene ID	3984	
ENSG00000106686	Ensembl Gene ID	55064	
ENSG00000106688	Ensembl Gene ID	6505	
ENSG00000106689	Ensembl Gene ID	9355	
ENSG00000106692	Ensembl Gene ID	2218	
ENSG00000106701	Ensembl Gene ID	83856	
ENSG00000106714	Ensembl Gene ID	79937	
ENSG00000106723	Ensembl Gene ID	10927	
ENSG00000106733	Ensembl Gene ID	54981	
ENSG00000106771	Ensembl Gene ID	23731	
ENSG00000106772	Ensembl Gene ID	158471	
ENSG00000106780	Ensembl Gene ID	1955	
ENSG00000106785	Ensembl Gene ID	9830	
ENSG00000106789	Ensembl Gene ID	7464	
ENSG00000106799	Ensembl Gene ID	7046	
ENSG00000106803	Ensembl Gene ID	10952	
ENSG00000106804	Ensembl Gene ID	727	
ENSG00000106809	Ensembl Gene ID	4969	
ENSG00000106819	Ensembl Gene ID	54829	
ENSG00000106823	Ensembl Gene ID	1842	
ENSG00000106829	Ensembl Gene ID	7091	
ENSG00000106852	Ensembl Gene ID	26468	
ENSG00000106853	Ensembl Gene ID	22949	
ENSG00000106868	Ensembl Gene ID	64420	
ENSG00000106927	Ensembl Gene ID	259	
ENSG00000106948	Ensembl Gene ID	80709	
ENSG00000106952	Ensembl Gene ID	944	
ENSG00000106976	Ensembl Gene ID	1759	
ENSG00000106991	Ensembl Gene ID	2022	
ENSG00000106992	Ensembl Gene ID	203	
ENSG00000106993	Ensembl Gene ID	55664	
ENSG00000107014	Ensembl Gene ID	6019	
ENSG00000107018	Ensembl Gene ID	6013	
ENSG00000107020	Ensembl Gene ID	55848	
ENSG00000107021	Ensembl Gene ID	54662	
ENSG00000107036	Ensembl Gene ID	57589	
ENSG00000107077	Ensembl Gene ID	23081	
ENSG00000107099	Ensembl Gene ID	81704	
ENSG00000107104	Ensembl Gene ID	23189	
ENSG00000107105	Ensembl Gene ID	1993	
ENSG00000107130	Ensembl Gene ID	23413	
ENSG00000107140	Ensembl Gene ID	7016	
ENSG00000107147	Ensembl Gene ID	57582	
ENSG00000107159	Ensembl Gene ID	768	
ENSG00000107164	Ensembl Gene ID	8939	
ENSG00000107165	Ensembl Gene ID	7306	
ENSG00000107175	Ensembl Gene ID	10488	
ENSG00000107185	Ensembl Gene ID	9827	
ENSG00000107186	Ensembl Gene ID	8777	
ENSG00000107187	Ensembl Gene ID	8022	
ENSG00000107201	Ensembl Gene ID	23586	
ENSG00000107223	Ensembl Gene ID	8721	
ENSG00000107242	Ensembl Gene ID	8395	
ENSG00000107249	Ensembl Gene ID	169792	
ENSG00000107262	Ensembl Gene ID	573	
ENSG00000107263	Ensembl Gene ID	2889	
ENSG00000107281	Ensembl Gene ID	56654	
ENSG00000107282	Ensembl Gene ID	320	
ENSG00000107290	Ensembl Gene ID	23064	
ENSG00000107295	Ensembl Gene ID	6456	
ENSG00000107317	Ensembl Gene ID	5730	
ENSG00000107331	Ensembl Gene ID	20	
ENSG00000107338	Ensembl Gene ID	6461	
ENSG00000107341	Ensembl Gene ID	54926	
ENSG00000107362	Ensembl Gene ID	51104	
ENSG00000107371	Ensembl Gene ID	51010	
ENSG00000107372	Ensembl Gene ID	7763	
ENSG00000107404	Ensembl Gene ID	1855	
