"Genes"
"path:hsa04010"	"hsa:10000, hsa:100137049, hsa:100506012, hsa:10125, hsa:10235, hsa:10368, hsa:10369, hsa:10454, hsa:10746, hsa:10912, hsa:11184, hsa:11221, hsa:1147, hsa:115727, hsa:123745, hsa:1326, hsa:1386, hsa:1398, hsa:1399, hsa:1432, hsa:1616, hsa:1647, hsa:1649, hsa:1843, hsa:1844, hsa:1845, hsa:1846, hsa:1847, hsa:1848, hsa:1849, hsa:1850, hsa:1852, hsa:1950, hsa:1956, hsa:2002, hsa:2005, hsa:207, hsa:208, hsa:2122, hsa:2246, hsa:2247, hsa:2248, hsa:2249, hsa:2250, hsa:2251, hsa:2252, hsa:2253, hsa:2254, hsa:2255, hsa:2256, hsa:2257, hsa:2258, hsa:2259, hsa:2260, hsa:2261, hsa:2263, hsa:2264, hsa:22800, hsa:22808, hsa:23118, hsa:2316, hsa:23162, hsa:2317, hsa:2318, hsa:2353, hsa:23542, hsa:255189, hsa:25780, hsa:26281, hsa:26291, hsa:27006, hsa:27091, hsa:27092, hsa:27330, hsa:2768, hsa:283748, hsa:2872, hsa:2885, hsa:3164, hsa:3265, hsa:3303, hsa:3304, hsa:3305, hsa:3306, hsa:3310, hsa:3312, hsa:3315, hsa:355, hsa:3551, hsa:3552, hsa:3553, hsa:3554, hsa:356, hsa:3725, hsa:3727, hsa:3845, hsa:3925, hsa:408, hsa:409, hsa:4137, hsa:4149, hsa:4208, hsa:4214, hsa:4215, hsa:4216, hsa:4217, hsa:4296, hsa:4342, hsa:4609, hsa:4616, hsa:468, hsa:4763, hsa:4772, hsa:4775, hsa:4790, hsa:4791, hsa:4803, hsa:4893, hsa:4908, hsa:4909, hsa:4914, hsa:4915, hsa:5058, hsa:5062, hsa:51295, hsa:51347, hsa:5154, hsa:5155, hsa:5156, hsa:5159, hsa:51701, hsa:51776, hsa:5321, hsa:5494, hsa:5495, hsa:5530, hsa:5532, hsa:5533, hsa:5534, hsa:5535, hsa:5536, hsa:5566, hsa:5567, hsa:5568, hsa:5578, hsa:5579, hsa:55799, hsa:5582, hsa:5594, hsa:5595, hsa:55970, hsa:5598, hsa:5599, hsa:5600, hsa:5601, hsa:5602, hsa:5603, hsa:5604, hsa:5605, hsa:5606, hsa:5607, hsa:5608, hsa:5609, hsa:5613, hsa:57551, hsa:5778, hsa:5801, hsa:5871, hsa:5879, hsa:5880, hsa:5881, hsa:5894, hsa:5906, hsa:5908, hsa:5921, hsa:5922, hsa:5923, hsa:5924, hsa:59283, hsa:59284, hsa:59285, hsa:5970, hsa:5971, hsa:6195, hsa:6196, hsa:6197, hsa:6237, hsa:627, hsa:6300, hsa:6416, hsa:648044, hsa:6654, hsa:6655, hsa:6722, hsa:673, hsa:6788, hsa:6789, hsa:6885, hsa:7040, hsa:7042, hsa:7043, hsa:7046, hsa:7048, hsa:7124, hsa:7132, hsa:7157, hsa:7186, hsa:7189, hsa:773, hsa:774, hsa:775, hsa:776, hsa:777, hsa:778, hsa:7786, hsa:779, hsa:781, hsa:782, hsa:783, hsa:784, hsa:785, hsa:7850, hsa:786, hsa:7867, hsa:8074, hsa:80824, hsa:836, hsa:84867, hsa:8491, hsa:8517, hsa:8550, hsa:8569, hsa:8605, hsa:8649, hsa:8681, hsa:8817, hsa:8822, hsa:8823, hsa:8911, hsa:8912, hsa:8913, hsa:8986, hsa:9020, hsa:9064, hsa:9175, hsa:9252, hsa:9254, hsa:9261, hsa:929, hsa:9344, hsa:93589, hsa:9448, hsa:9479, hsa:9693, hsa:994, hsa:9965, hsa:998"
"path:hsa04012"	"hsa:10000, hsa:1026, hsa:1027, hsa:10298, hsa:10718, hsa:1398, hsa:1399, hsa:145957, hsa:1839, hsa:1950, hsa:1956, hsa:1978, hsa:2002, hsa:2064, hsa:2065, hsa:2066, hsa:2069, hsa:207, hsa:208, hsa:23533, hsa:23624, hsa:2475, hsa:25, hsa:2549, hsa:25759, hsa:27, hsa:2885, hsa:2932, hsa:3084, hsa:3265, hsa:369, hsa:3725, hsa:374, hsa:3845, hsa:399694, hsa:4609, hsa:4690, hsa:4893, hsa:5058, hsa:5062, hsa:5063, hsa:5290, hsa:5291, hsa:5293, hsa:5294, hsa:5295, hsa:5296, hsa:5335, hsa:53358, hsa:5336, hsa:5578, hsa:5579, hsa:5582, hsa:5594, hsa:5595, hsa:5599, hsa:5601, hsa:5602, hsa:5604, hsa:5605, hsa:5609, hsa:56924, hsa:57144, hsa:572, hsa:5747, hsa:5894, hsa:6198, hsa:6199, hsa:6416, hsa:6464, hsa:6654, hsa:6655, hsa:6714, hsa:673, hsa:6776, hsa:6777, hsa:685, hsa:7039, hsa:815, hsa:816, hsa:817, hsa:818, hsa:8440, hsa:8503, hsa:867, hsa:868, hsa:9542"
"path:hsa04014"	"hsa:10000, hsa:100137049, hsa:100271927, hsa:10125, hsa:10156, hsa:10235, hsa:10298, hsa:10681, hsa:10928, hsa:11145, hsa:11186, hsa:1147, hsa:115727, hsa:123745, hsa:1435, hsa:1436, hsa:163688, hsa:1942, hsa:1943, hsa:1944, hsa:1945, hsa:1946, hsa:1950, hsa:1956, hsa:1969, hsa:2002, hsa:207, hsa:208, hsa:2113, hsa:2114, hsa:2246, hsa:2247, hsa:2248, hsa:2249, hsa:2250, hsa:2251, hsa:2252, hsa:2253, hsa:2254, hsa:2255, hsa:2256, hsa:2257, hsa:2258, hsa:2259, hsa:2260, hsa:2261, hsa:2263, hsa:2264, hsa:2277, hsa:22800, hsa:22808, hsa:22821, hsa:23179, hsa:2321, hsa:2324, hsa:23533, hsa:25, hsa:2549, hsa:255189, hsa:25759, hsa:25780, hsa:26279, hsa:26281, hsa:26291, hsa:27, hsa:27006, hsa:27040, hsa:2782, hsa:2783, hsa:2784, hsa:2785, hsa:2786, hsa:2787, hsa:2788, hsa:2790, hsa:2791, hsa:2792, hsa:2793, hsa:283455, hsa:283748, hsa:284, hsa:285, hsa:2885, hsa:2902, hsa:2903, hsa:2904, hsa:29110, hsa:30814, hsa:3082, hsa:3265, hsa:3363, hsa:3479, hsa:3480, hsa:3551, hsa:356, hsa:3630, hsa:3643, hsa:3791, hsa:3815, hsa:382, hsa:3845, hsa:387, hsa:391013, hsa:399694, hsa:4233, hsa:4254, hsa:4301, hsa:4303, hsa:4763, hsa:4790, hsa:4803, hsa:4804, hsa:4893, hsa:50487, hsa:5058, hsa:5062, hsa:5063, hsa:51196, hsa:51365, hsa:51378, hsa:5154, hsa:5155, hsa:5156, hsa:5159, hsa:51764, hsa:51806, hsa:5228, hsa:5290, hsa:5291, hsa:5293, hsa:5294, hsa:5295, hsa:5296, hsa:5319, hsa:5320, hsa:5321, hsa:5322, hsa:5335, hsa:53358, hsa:5336, hsa:5337, hsa:5338, hsa:54331, hsa:5566, hsa:5567, hsa:5568, hsa:55770, hsa:5578, hsa:5579, hsa:5582, hsa:5594, hsa:5595, hsa:55970, hsa:5599, hsa:5601, hsa:5602, hsa:56034, hsa:5604, hsa:5605, hsa:5613, hsa:56924, hsa:57144, hsa:572, hsa:5781, hsa:5863, hsa:5868, hsa:5869, hsa:5878, hsa:5879, hsa:5880, hsa:5881, hsa:5894, hsa:5898, hsa:5899, hsa:5900, hsa:5906, hsa:5908, hsa:5921, hsa:5922, hsa:5923, hsa:5924, hsa:59345, hsa:5966, hsa:5970, hsa:598, hsa:6237, hsa:64600, hsa:6464, hsa:648044, hsa:64926, hsa:6654, hsa:6655, hsa:6789, hsa:7010, hsa:7074, hsa:7422, hsa:7423, hsa:7424, hsa:7535, hsa:801, hsa:80310, hsa:805, hsa:8074, hsa:808, hsa:810, hsa:81579, hsa:8315, hsa:83593, hsa:8398, hsa:8399, hsa:8437, hsa:84647, hsa:8503, hsa:8517, hsa:8605, hsa:8681, hsa:8817, hsa:8822, hsa:8823, hsa:8831, hsa:8844, hsa:94235, hsa:9462, hsa:9610, hsa:9771, hsa:9846, hsa:9965, hsa:998"
"path:hsa04015"	"hsa:10000, hsa:10235, hsa:10411, hsa:10636, hsa:107, hsa:108, hsa:109, hsa:11069, hsa:111, hsa:112, hsa:113, hsa:114, hsa:115, hsa:1268, hsa:135, hsa:136, hsa:1398, hsa:1399, hsa:1432, hsa:1435, hsa:1436, hsa:1499, hsa:1500, hsa:163688, hsa:1813, hsa:1902, hsa:1942, hsa:1943, hsa:1944, hsa:1945, hsa:1946, hsa:1950, hsa:1956, hsa:196883, hsa:1969, hsa:207, hsa:208, hsa:2149, hsa:2246, hsa:2247, hsa:2248, hsa:2249, hsa:2250, hsa:2251, hsa:2252, hsa:2253, hsa:2254, hsa:2255, hsa:2256, hsa:2257, hsa:2258, hsa:2259, hsa:2260, hsa:2261, hsa:2263, hsa:2264, hsa:2277, hsa:22808, hsa:23094, hsa:2321, hsa:23236, hsa:2324, hsa:23533, hsa:23566, hsa:2357, hsa:23683, hsa:2533, hsa:25780, hsa:25865, hsa:26037, hsa:260425, hsa:26281, hsa:26291, hsa:27006, hsa:27040, hsa:2770, hsa:2771, hsa:2773, hsa:2775, hsa:2776, hsa:2778, hsa:284, hsa:2846, hsa:285, hsa:2889, hsa:2902, hsa:2903, hsa:2904, hsa:3082, hsa:3265, hsa:3397, hsa:345456, hsa:3479, hsa:3480, hsa:3630, hsa:3643, hsa:3674, hsa:3683, hsa:3684, hsa:3688, hsa:3689, hsa:3690, hsa:375189, hsa:3791, hsa:3815, hsa:3845, hsa:387, hsa:3937, hsa:4233, hsa:4254, hsa:4301, hsa:4803, hsa:4804, hsa:4893, hsa:5028, hsa:50855, hsa:51196, hsa:51378, hsa:5154, hsa:5155, hsa:5156, hsa:5159, hsa:51735, hsa:51806, hsa:5216, hsa:5217, hsa:5228, hsa:5290, hsa:5291, hsa:5293, hsa:5294, hsa:5295, hsa:5296, hsa:5330, hsa:5331, hsa:5332, hsa:5335, hsa:54518, hsa:5578, hsa:5579, hsa:5582, hsa:5584, hsa:5587, hsa:5590, hsa:5594, hsa:5595, hsa:5600, hsa:5603, hsa:56034, hsa:5604, hsa:5605, hsa:5606, hsa:5608, hsa:56288, hsa:57121, hsa:57568, hsa:5879, hsa:5880, hsa:5881, hsa:5894, hsa:5898, hsa:5899, hsa:5900, hsa:5906, hsa:5908, hsa:5909, hsa:60, hsa:6237, hsa:6300, hsa:64411, hsa:6494, hsa:6714, hsa:673, hsa:7010, hsa:7057, hsa:7074, hsa:7094, hsa:71, hsa:7408, hsa:7410, hsa:7422, hsa:7423, hsa:7424, hsa:801, hsa:80310, hsa:805, hsa:8074, hsa:808, hsa:810, hsa:83593, hsa:83660, hsa:84552, hsa:84612, hsa:8503, hsa:8631, hsa:8817, hsa:8822, hsa:8823, hsa:889, hsa:9002, hsa:9170, hsa:9223, hsa:9564, hsa:9693, hsa:9732, hsa:9771, hsa:9855, hsa:9863, hsa:9965, hsa:998, hsa:999"
"path:hsa04020"	"hsa:10105, hsa:107, hsa:108, hsa:10800, hsa:109, hsa:1128, hsa:1129, hsa:113, hsa:113026, hsa:1131, hsa:1133, hsa:1139, hsa:114, hsa:115, hsa:135, hsa:136, hsa:146, hsa:147, hsa:148, hsa:153, hsa:154, hsa:155, hsa:163688, hsa:1812, hsa:1816, hsa:185, hsa:1909, hsa:1910, hsa:1956, hsa:196883, hsa:2064, hsa:2065, hsa:2066, hsa:2149, hsa:2185, hsa:22953, hsa:23236, hsa:2767, hsa:2769, hsa:2774, hsa:2776, hsa:2778, hsa:2902, hsa:2903, hsa:2905, hsa:2906, hsa:291, hsa:2911, hsa:2915, hsa:292, hsa:2925, hsa:293, hsa:3269, hsa:3274, hsa:3356, hsa:3357, hsa:3358, hsa:3360, hsa:3361, hsa:3362, hsa:3363, hsa:340156, hsa:3706, hsa:3707, hsa:3708, hsa:3709, hsa:3710, hsa:3973, hsa:4638, hsa:4842, hsa:4843, hsa:4846, hsa:487, hsa:488, hsa:489, hsa:490, hsa:491, hsa:492, hsa:4923, hsa:493, hsa:5021, hsa:5023, hsa:5024, hsa:5025, hsa:5026, hsa:5027, hsa:51196, hsa:5136, hsa:5137, hsa:5153, hsa:5156, hsa:5159, hsa:51806, hsa:5255, hsa:5256, hsa:5257, hsa:5260, hsa:5261, hsa:5330, hsa:5331, hsa:5332, hsa:5333, hsa:5335, hsa:5336, hsa:5350, hsa:552, hsa:553, hsa:5530, hsa:5532, hsa:5533, hsa:5534, hsa:5535, hsa:5566, hsa:5567, hsa:5568, hsa:5578, hsa:5579, hsa:5582, hsa:5613, hsa:56413, hsa:56848, hsa:57105, hsa:5724, hsa:5731, hsa:5733, hsa:5737, hsa:57620, hsa:623, hsa:624, hsa:6261, hsa:6262, hsa:6263, hsa:6543, hsa:6546, hsa:6547, hsa:6786, hsa:6865, hsa:6869, hsa:6870, hsa:6915, hsa:7125, hsa:7134, hsa:7201, hsa:7416, hsa:7417, hsa:7419, hsa:773, hsa:774, hsa:775, hsa:776, hsa:777, hsa:778, hsa:779, hsa:801, hsa:80228, hsa:80271, hsa:805, hsa:808, hsa:810, hsa:814, hsa:815, hsa:816, hsa:817, hsa:818, hsa:83447, hsa:84812, hsa:84876, hsa:85366, hsa:886, hsa:887, hsa:8877, hsa:8911, hsa:8912, hsa:8913, hsa:89869, hsa:9127, hsa:91807, hsa:93129, hsa:952, hsa:9630"
"path:hsa04022"	"hsa:10000, hsa:100271849, hsa:10105, hsa:10242, hsa:10335, hsa:10398, hsa:10488, hsa:10672, hsa:107, hsa:108, hsa:109, hsa:111, hsa:112, hsa:113, hsa:114, hsa:115, hsa:1258, hsa:1259, hsa:134, hsa:1385, hsa:1386, hsa:1388, hsa:140, hsa:146, hsa:147, hsa:148, hsa:148327, hsa:150, hsa:151, hsa:152, hsa:153, hsa:154, hsa:155, hsa:157855, hsa:163688, hsa:185, hsa:1909, hsa:1910, hsa:196883, hsa:207, hsa:208, hsa:23236, hsa:23439, hsa:23533, hsa:2626, hsa:27094, hsa:27345, hsa:2767, hsa:2768, hsa:2770, hsa:2771, hsa:2773, hsa:2776, hsa:291, hsa:292, hsa:293, hsa:2969, hsa:2977, hsa:2982, hsa:2983, hsa:340156, hsa:3630, hsa:3643, hsa:3667, hsa:3708, hsa:3709, hsa:3710, hsa:3764, hsa:3778, hsa:3779, hsa:387, hsa:4205, hsa:4207, hsa:4208, hsa:4209, hsa:4625, hsa:4638, hsa:4659, hsa:468, hsa:476, hsa:477, hsa:4772, hsa:4773, hsa:4775, hsa:4776, hsa:478, hsa:480, hsa:481, hsa:482, hsa:483, hsa:4846, hsa:486, hsa:487, hsa:4879, hsa:488, hsa:4881, hsa:4882, hsa:489, hsa:490, hsa:491, hsa:492, hsa:493, hsa:4985, hsa:5138, hsa:5139, hsa:5140, hsa:51806, hsa:5290, hsa:5291, hsa:5293, hsa:5294, hsa:5295, hsa:5296, hsa:5330, hsa:5331, hsa:5332, hsa:5350, hsa:5499, hsa:5500, hsa:5501, hsa:5530, hsa:5532, hsa:5533, hsa:5534, hsa:5535, hsa:5581, hsa:5592, hsa:5593, hsa:5594, hsa:5595, hsa:5604, hsa:5605, hsa:572, hsa:5894, hsa:5997, hsa:6093, hsa:624, hsa:64764, hsa:6543, hsa:6546, hsa:6547, hsa:6722, hsa:7225, hsa:7408, hsa:7416, hsa:7417, hsa:7419, hsa:775, hsa:776, hsa:778, hsa:779, hsa:801, hsa:805, hsa:808, hsa:810, hsa:83447, hsa:84699, hsa:8471, hsa:8503, hsa:85366, hsa:8654, hsa:8660, hsa:90993, hsa:91807, hsa:9475, hsa:9569, hsa:9586"
"path:hsa04024"	"hsa:10000, hsa:10021, hsa:10257, hsa:10398, hsa:10411, hsa:10451, hsa:10488, hsa:107, hsa:108, hsa:1080, hsa:109, hsa:11069, hsa:111, hsa:112, hsa:1128, hsa:1129, hsa:113, hsa:114, hsa:115, hsa:116443, hsa:116444, hsa:117, hsa:1258, hsa:1259, hsa:1260, hsa:1261, hsa:1262, hsa:134, hsa:135, hsa:1385, hsa:1387, hsa:139760, hsa:148327, hsa:153, hsa:154, hsa:163688, hsa:1812, hsa:1813, hsa:1816, hsa:1909, hsa:196883, hsa:2033, hsa:207, hsa:208, hsa:2149, hsa:22800, hsa:23439, hsa:2353, hsa:23533, hsa:2488, hsa:2492, hsa:2550, hsa:268, hsa:2693, hsa:2696, hsa:27198, hsa:2735, hsa:2737, hsa:2740, hsa:2770, hsa:2771, hsa:2773, hsa:2778, hsa:2867, hsa:2890, hsa:2891, hsa:2892, hsa:2893, hsa:2902, hsa:2903, hsa:2904, hsa:2905, hsa:2906, hsa:3350, hsa:3351, hsa:3352, hsa:3354, hsa:3355, hsa:3360, hsa:3362, hsa:338442, hsa:3725, hsa:387, hsa:3991, hsa:4158, hsa:4301, hsa:4659, hsa:476, hsa:477, hsa:4772, hsa:478, hsa:4790, hsa:4792, hsa:480, hsa:481, hsa:482, hsa:483, hsa:4852, hsa:486, hsa:488, hsa:4881, hsa:4886, hsa:490, hsa:491, hsa:492, hsa:493, hsa:5021, hsa:5058, hsa:51, hsa:51196, hsa:5139, hsa:5140, hsa:5141, hsa:5142, hsa:5143, hsa:5144, hsa:51738, hsa:51806, hsa:5290, hsa:5291, hsa:5293, hsa:5294, hsa:5295, hsa:5296, hsa:5337, hsa:5338, hsa:5348, hsa:5350, hsa:5465, hsa:54714, hsa:5499, hsa:5500, hsa:5501, hsa:5566, hsa:5567, hsa:5568, hsa:55811, hsa:5594, hsa:5595, hsa:5599, hsa:5601, hsa:5602, hsa:5604, hsa:5605, hsa:5613, hsa:56670, hsa:572, hsa:5727, hsa:5732, hsa:5733, hsa:5879, hsa:5880, hsa:5881, hsa:5894, hsa:5906, hsa:5908, hsa:5970, hsa:6093, hsa:610, hsa:6237, hsa:6262, hsa:627, hsa:64399, hsa:64411, hsa:64764, hsa:6548, hsa:6662, hsa:673, hsa:6751, hsa:6752, hsa:6755, hsa:7074, hsa:7137, hsa:7253, hsa:7409, hsa:7410, hsa:7434, hsa:775, hsa:776, hsa:778, hsa:779, hsa:801, hsa:805, hsa:808, hsa:810, hsa:814, hsa:815, hsa:816, hsa:817, hsa:818, hsa:8310, hsa:84152, hsa:84699, hsa:84876, hsa:8503, hsa:8843, hsa:90993, hsa:9475, hsa:9568, hsa:9586"
"path:hsa04060"	"hsa:10344, hsa:10563, hsa:10663, hsa:10673, hsa:10803, hsa:10850, hsa:10913, hsa:11009, hsa:115650, hsa:116379, hsa:1230, hsa:1232, hsa:1233, hsa:1234, hsa:1235, hsa:1236, hsa:1237, hsa:1270, hsa:1271, hsa:1435, hsa:1436, hsa:1437, hsa:1438, hsa:1439, hsa:1440, hsa:1441, hsa:1489, hsa:149233, hsa:1524, hsa:163702, hsa:1896, hsa:1950, hsa:1956, hsa:2056, hsa:2057, hsa:2277, hsa:2321, hsa:2322, hsa:2323, hsa:2324, hsa:23495, hsa:23529, hsa:23765, hsa:268, hsa:2688, hsa:2689, hsa:269, hsa:2690, hsa:27190, hsa:27242, hsa:2826, hsa:282616, hsa:282617, hsa:282618, hsa:2829, hsa:2833, hsa:2919, hsa:2920, hsa:2921, hsa:29949, hsa:3082, hsa:338376, hsa:3439, hsa:3440, hsa:3441, hsa:3442, hsa:3443, hsa:3444, hsa:3445, hsa:3446, hsa:3447, hsa:3448, hsa:3449, hsa:3451, hsa:3452, hsa:3454, hsa:3455, hsa:3456, hsa:3458, hsa:3459, hsa:3460, hsa:3467, hsa:355, hsa:3552, hsa:3553, hsa:3554, hsa:3556, hsa:3558, hsa:3559, hsa:356, hsa:3560, hsa:3561, hsa:3562, hsa:3563, hsa:3565, hsa:3566, hsa:3567, hsa:3568, hsa:3569, hsa:3570, hsa:3572, hsa:3574, hsa:3575, hsa:3576, hsa:3577, hsa:3578, hsa:3579, hsa:3581, hsa:3586, hsa:3587, hsa:3588, hsa:3589, hsa:3590, hsa:3592, hsa:3593, hsa:3594, hsa:3595, hsa:3596, hsa:3597, hsa:3600, hsa:3601, hsa:3604, hsa:3605, hsa:3606, hsa:3624, hsa:3625, hsa:3626, hsa:3627, hsa:3791, hsa:3815, hsa:388372, hsa:3952, hsa:3953, hsa:3976, hsa:3977, hsa:4049, hsa:4050, hsa:4055, hsa:414062, hsa:4233, hsa:4254, hsa:4283, hsa:4352, hsa:4804, hsa:4982, hsa:5008, hsa:50604, hsa:50615, hsa:50616, hsa:51330, hsa:5154, hsa:5155, hsa:5156, hsa:51561, hsa:5159, hsa:5196, hsa:5197, hsa:53832, hsa:53833, hsa:5473, hsa:55504, hsa:55540, hsa:55801, hsa:56034, hsa:5617, hsa:5618, hsa:56477, hsa:56832, hsa:57007, hsa:58191, hsa:58985, hsa:59067, hsa:60401, hsa:608, hsa:6346, hsa:6347, hsa:6348, hsa:6349, hsa:6351, hsa:6352, hsa:6354, hsa:6355, hsa:6356, hsa:6357, hsa:6358, hsa:6359, hsa:6360, hsa:6361, hsa:6362, hsa:6363, hsa:6364, hsa:6366, hsa:6367, hsa:6368, hsa:6369, hsa:6370, hsa:6372, hsa:6373, hsa:6374, hsa:6375, hsa:6376, hsa:6387, hsa:64109, hsa:643, hsa:64806, hsa:650, hsa:655, hsa:657, hsa:658, hsa:659, hsa:6846, hsa:7040, hsa:7042, hsa:7043, hsa:7046, hsa:7048, hsa:7066, hsa:7124, hsa:7132, hsa:7133, hsa:7292, hsa:729230, hsa:7293, hsa:7422, hsa:7423, hsa:7424, hsa:7850, hsa:7852, hsa:80301, hsa:8200, hsa:83729, hsa:84957, hsa:85480, hsa:8600, hsa:8718, hsa:8740, hsa:8741, hsa:8742, hsa:8743, hsa:8744, hsa:8764, hsa:8771, hsa:8784, hsa:8792, hsa:8793, hsa:8794, hsa:8795, hsa:8797, hsa:8807, hsa:8809, hsa:8995, hsa:90, hsa:91, hsa:9180, hsa:92, hsa:93, hsa:939, hsa:943, hsa:944, hsa:9547, hsa:9560, hsa:958, hsa:959, hsa:970, hsa:9966"
"path:hsa04062"	"hsa:10000, hsa:10235, hsa:10344, hsa:10451, hsa:10563, hsa:10663, hsa:10681, hsa:107, hsa:108, hsa:10803, hsa:10850, hsa:109, hsa:111, hsa:112, hsa:113, hsa:114, hsa:1147, hsa:115, hsa:1230, hsa:1232, hsa:1233, hsa:1234, hsa:1235, hsa:1236, hsa:1237, hsa:131890, hsa:1398, hsa:1399, hsa:1524, hsa:156, hsa:157, hsa:1794, hsa:196883, hsa:207, hsa:208, hsa:2185, hsa:2268, hsa:2309, hsa:23236, hsa:23533, hsa:25759, hsa:2770, hsa:2771, hsa:2773, hsa:2782, hsa:2783, hsa:2784, hsa:2785, hsa:2786, hsa:2787, hsa:2788, hsa:2790, hsa:2791, hsa:2792, hsa:2793, hsa:2826, hsa:2829, hsa:2833, hsa:2868, hsa:2869, hsa:2870, hsa:2885, hsa:2919, hsa:2920, hsa:2921, hsa:2931, hsa:2932, hsa:3055, hsa:3265, hsa:3551, hsa:3576, hsa:3577, hsa:3579, hsa:3627, hsa:3702, hsa:3717, hsa:3718, hsa:3845, hsa:387, hsa:388372, hsa:399694, hsa:4067, hsa:408, hsa:409, hsa:414062, hsa:4283, hsa:4790, hsa:4792, hsa:4793, hsa:4893, hsa:5058, hsa:51764, hsa:5196, hsa:5197, hsa:5290, hsa:5291, hsa:5293, hsa:5294, hsa:5295, hsa:5296, hsa:5330, hsa:5331, hsa:5332, hsa:53358, hsa:54331, hsa:5473, hsa:5566, hsa:5567, hsa:5568, hsa:5579, hsa:5580, hsa:5590, hsa:5594, hsa:5595, hsa:55970, hsa:5604, hsa:5613, hsa:56288, hsa:56477, hsa:5747, hsa:57580, hsa:58191, hsa:5829, hsa:5879, hsa:5880, hsa:5894, hsa:5906, hsa:5908, hsa:59345, hsa:5970, hsa:6011, hsa:6093, hsa:6346, hsa:6347, hsa:6348, hsa:6349, hsa:6351, hsa:6352, hsa:6354, hsa:6355, hsa:6356, hsa:6357, hsa:6358, hsa:6359, hsa:6360, hsa:6361, hsa:6362, hsa:6363, hsa:6364, hsa:6366, hsa:6367, hsa:6368, hsa:6369, hsa:6370, hsa:6372, hsa:6373, hsa:6374, hsa:6375, hsa:6376, hsa:6387, hsa:643, hsa:6464, hsa:648044, hsa:653361, hsa:6654, hsa:6655, hsa:6714, hsa:673, hsa:6772, hsa:6773, hsa:6774, hsa:6777, hsa:6846, hsa:7074, hsa:729230, hsa:7409, hsa:7410, hsa:7454, hsa:7852, hsa:8503, hsa:8517, hsa:8976, hsa:94235, hsa:9475, hsa:9547, hsa:9560, hsa:9564, hsa:9844, hsa:998"
"path:hsa04064"	"hsa:10454, hsa:10673, hsa:10892, hsa:114609, hsa:1147, hsa:115650, hsa:142, hsa:1457, hsa:1459, hsa:1460, hsa:148022, hsa:23085, hsa:23118, hsa:23586, hsa:23643, hsa:257397, hsa:27040, hsa:2920, hsa:29760, hsa:329, hsa:330, hsa:331, hsa:3383, hsa:353376, hsa:3551, hsa:3553, hsa:3554, hsa:3576, hsa:3654, hsa:388372, hsa:3929, hsa:3932, hsa:4049, hsa:4050, hsa:4055, hsa:4067, hsa:4615, hsa:4616, hsa:472, hsa:4790, hsa:4791, hsa:4792, hsa:51135, hsa:51588, hsa:5328, hsa:5335, hsa:5336, hsa:55367, hsa:5579, hsa:5588, hsa:5743, hsa:596, hsa:597, hsa:5970, hsa:5971, hsa:598, hsa:6351, hsa:6357, hsa:6363, hsa:6366, hsa:6387, hsa:6850, hsa:6885, hsa:695, hsa:7099, hsa:7124, hsa:7128, hsa:7132, hsa:7185, hsa:7186, hsa:7187, hsa:7188, hsa:7189, hsa:7329, hsa:7412, hsa:7535, hsa:7706, hsa:84433, hsa:8517, hsa:8600, hsa:8717, hsa:8737, hsa:8740, hsa:8792, hsa:8837, hsa:8915, hsa:9020, hsa:929, hsa:9560, hsa:958, hsa:959"
