"","Gene 1","Gene 2","PATHNEScore"
2655,100189182,390318,0
2656,100189182,100129650,0
2657,100189182,359732,0
2658,100189182,100419098,0
2659,100189182,58499,0
2660,100189182,326286,0
2661,100189182,100874208,0
2662,100189182,442195,0
2663,100189182,84148,0
2664,100189182,11013,0
2665,100189182,102466727,0
2666,100189182,166336,0
2667,100189182,83982,0
2668,100189182,442720,0
2669,100189182,55707,0
2670,100189182,5601,0
2671,100189182,100272220,0
2672,100189182,220885,0
2673,7204,102465855,0
2674,7204,100131012,0
2675,7204,403275,0
2676,7204,728971,0
2677,7204,100873910,0
2678,7204,693212,0
2679,7204,285016,0
2680,7204,23225,0
2681,7204,89838,0
2682,7204,375295,0
2683,7204,100419187,0
2684,7204,151531,0
2685,7204,100271101,0
2686,7204,84838,0
2687,7204,100303728,0
2688,7204,100048905,0
2689,7204,100129480,0
2690,7204,100996539,0
2691,7204,22982,0
2692,7204,553194,0
2693,7204,100422533,0
2694,7204,280664,0
2695,7204,100505953,0
2696,7204,643873,0
2697,7204,83700,0
2698,7204,123099,0
2699,7204,50631,0
2700,7204,2968,0
2701,7204,5253,0
2702,7204,253314,0
2703,7204,574028,0
2704,7204,390181,0
2705,7204,100271161,0
2706,7204,642819,0
2707,7204,100506888,0
2708,7204,8420,0
2709,7204,695,0
2710,7204,344387,0
2711,7204,1418,0
2712,7204,3069,0
2713,7204,7043,0
2714,7204,26749,0
2715,7204,574499,0
2716,7204,23172,0
2717,7204,149281,0
2718,7204,17,0
2719,7204,100420149,0
2720,7204,100128589,0
2721,7204,100874235,0
2722,7204,390318,0
2723,7204,100129650,0
2724,7204,359732,0
2725,7204,100419098,0
2726,7204,58499,0
2727,7204,326286,0
2728,7204,100874208,0
2729,7204,442195,0
2730,7204,84148,0
2731,7204,11013,0
2732,7204,102466727,0
2733,7204,166336,0
2734,7204,83982,0
2735,7204,442720,0
2736,7204,55707,0
2737,7204,5601,0
2738,7204,100272220,0
2739,7204,220885,0
2740,102465855,100131012,0
2741,102465855,403275,0
2742,102465855,728971,0
2743,102465855,100873910,0
2744,102465855,693212,0
2745,102465855,285016,0
2746,102465855,23225,0
2747,102465855,89838,0
2748,102465855,375295,0
2749,102465855,100419187,0
2750,102465855,151531,0
2751,102465855,100271101,0
2752,102465855,84838,0
2753,102465855,100303728,0
2754,102465855,100048905,0
2755,102465855,100129480,0
2756,102465855,100996539,0
2757,102465855,22982,0
2758,102465855,553194,0
2759,102465855,100422533,0
2760,102465855,280664,0
2761,102465855,100505953,0
2762,102465855,643873,0
2763,102465855,83700,0
2764,102465855,123099,0
2765,102465855,50631,0
2766,102465855,2968,0
2767,102465855,5253,0
2768,102465855,253314,0
2769,102465855,574028,0
2770,102465855,390181,0
2771,102465855,100271161,0
2772,102465855,642819,0
2773,102465855,100506888,0
2774,102465855,8420,0
2775,102465855,695,0
2776,102465855,344387,0
2777,102465855,1418,0
2778,102465855,3069,0
2779,102465855,7043,0
2780,102465855,26749,0
2781,102465855,574499,0
2782,102465855,23172,0
2783,102465855,149281,0
2784,102465855,17,0
2785,102465855,100420149,0
2786,102465855,100128589,0
2787,102465855,100874235,0
2788,102465855,390318,0
2789,102465855,100129650,0
2790,102465855,359732,0
2791,102465855,100419098,0
2792,102465855,58499,0
2793,102465855,326286,0
2794,102465855,100874208,0
2795,102465855,442195,0
2796,102465855,84148,0
2797,102465855,11013,0
2798,102465855,102466727,0
2799,102465855,166336,0
2800,102465855,83982,0
2801,102465855,442720,0
2802,102465855,55707,0
2803,102465855,5601,0
2804,102465855,100272220,0
2805,102465855,220885,0
2806,100131012,403275,0
2807,100131012,728971,0
2808,100131012,100873910,0
2809,100131012,693212,0
2810,100131012,285016,0
2811,100131012,23225,0
2812,100131012,89838,0
2813,100131012,375295,0
2814,100131012,100419187,0
2815,100131012,151531,0
2816,100131012,100271101,0
