"","Gene 1","Gene 2","GOSEMScore"
"1065",10316,5350,0.3945
"1066",10316,6261,0.431
"1067",10316,6263,0.5115
"1068",10316,6546,0.561
"1069",10316,6588,0.5435
"1070",10316,6786,0.483
"1071",10316,57620,0.472
"1072",10316,7220,0.582
"1073",10316,7222,0.671
"1074",10316,7223,0.4675
"1075",10316,7224,0.6205
"1076",10316,7226,0.645
"1077",10316,56302,0.6305
"1078",10316,1175,0.3845
"1079",10316,382,0.3025
"1080",10316,867,0.4435
"1081",10316,1012,0.317
"1082",10316,26119,0.3005
"1083",10316,5538,0.211
"1084",10316,5879,0.3095
"1085",10316,9765,0.2505
"1086",56923,4852,0.315
"1087",56923,84876,0.5245
"1088",56923,5350,0.415
"1089",56923,6261,0.442
"1090",56923,6263,0.504
"1091",56923,6546,0.571
"1092",56923,6588,0.5085
"1093",56923,6786,0.4415
"1094",56923,57620,0.503
"1095",56923,7220,0.592
"1096",56923,7222,0.667
"1097",56923,7223,0.4735
"1098",56923,7224,0.62
"1099",56923,7226,0.5965
"1100",56923,56302,0.585
"1101",56923,1175,0.3855
"1102",56923,382,0.3225
"1103",56923,867,0.372
"1104",56923,1012,0.303
"1105",56923,26119,0.2945
"1106",56923,5538,0.2715
"1107",56923,5879,0.3085
"1108",56923,9765,0.2275
"1109",4852,5350,0.2445
"1110",4852,6261,0.3155
"1111",4852,6546,0.254
"1112",4852,7220,0.267
"1113",4852,7222,0.2695
"1114",4852,7223,0.2725
"1115",4852,7224,0.284
"1116",4852,197,0.5245
"1117",4852,1175,0.238
"1118",4852,382,0.2875
"1119",4852,566,0.4795
"1120",4852,1012,0.4125
"1121",4852,29763,0.3335
"1122",4852,5538,0.3185
"1123",4852,5879,0.324
"1124",4852,6441,0.379
"1125",4852,124912,0.3
"1126",84876,5350,0.4085
"1127",84876,6261,0.4175
"1128",84876,6263,0.497
"1129",84876,6546,0.514
"1130",84876,6588,0.5155
"1131",84876,6786,0.657
"1132",84876,57620,0.624
"1133",84876,7220,0.6375
"1134",84876,7222,0.7125
"1135",84876,7223,0.5215
"1136",84876,7224,0.6635
"1137",84876,7226,0.727
"1138",84876,56302,0.6845
"1139",84876,197,0.211
"1140",84876,1175,0.332
"1141",84876,382,0.2885
"1142",84876,867,0.3265
"1143",84876,1012,0.2415
"1144",84876,2624,0.201
"1145",84876,26119,0.295
"1146",84876,29763,0.247
"1147",84876,5538,0.232
"1148",84876,5879,0.3065
"1149",84876,11037,0.3055
"1150",84876,85439,0.233
"1151",84876,9765,0.242
"1152",5350,6261,0.4855
"1153",5350,6263,0.3705
"1154",5350,6546,0.4795
"1155",5350,6588,0.61
"1156",5350,6786,0.539
"1157",5350,57620,0.54
"1158",5350,7220,0.3955
"1159",5350,7222,0.3945
"1160",5350,7223,0.392
"1161",5350,7224,0.3935
"1162",5350,7226,0.321
"1163",5350,56302,0.3125
"1164",5350,197,0.21
"1165",5350,1175,0.3055
"1166",5350,382,0.3755
"1167",5350,566,0.2615
"1168",5350,867,0.3135
"1169",5350,1012,0.2545
"1170",5350,2624,0.273
"1171",5350,26119,0.3495
"1172",5350,29763,0.3215
"1173",5350,5538,0.353
"1174",5350,5879,0.354
"1175",5350,6441,0.2635
"1176",5350,124912,0.229
"1177",5350,11037,0.3055
"1178",5350,85439,0.246
"1179",5350,9765,0.322
"1180",6261,6263,0.5835
"1181",6261,6546,0.637
"1182",6261,6588,0.5355
"1183",6261,6786,0.554
"1184",6261,57620,0.5185
"1185",6261,7220,0.528
"1186",6261,7222,0.5605
"1187",6261,7223,0.5355
"1188",6261,7224,0.5135
"1189",6261,7226,0.4465
"1190",6261,56302,0.4335
"1191",6261,197,0.3855
"1192",6261,1175,0.4115
"1193",6261,382,0.419
"1194",6261,566,0.3305
"1195",6261,867,0.3715
"1196",6261,1012,0.3985
"1197",6261,2624,0.2665
"1198",6261,26119,0.365
"1199",6261,29763,0.3165
"1200",6261,5538,0.405
"1201",6261,5879,0.403
"1202",6261,6441,0.339
"1203",6261,124912,0.2695
"1204",6261,11037,0.2565
"1205",6261,85439,0.2525
"1206",6261,9765,0.3255
"1207",6263,6546,0.4085
"1208",6263,6588,0.7115
"1209",6263,6786,0.611
"1210",6263,57620,0.49
"1211",6263,7220,0.5775
"1212",6263,7222,0.6185
"1213",6263,7223,0.511
"1214",6263,7224,0.584
"1215",6263,7226,0.5645
"1216",6263,56302,0.6115
"1217",6263,1175,0.3485
"1218",6263,382,0.3005
"1219",6263,867,0.328
"1220",6263,1012,0.2445
"1221",6263,26119,0.3105
"1222",6263,29763,0.2245
"1223",6263,5538,0.246
"1224",6263,5879,0.2775
"1225",6263,11037,0.22
"1226",6263,85439,0.2075
"1227",6263,9765,0.3215
"1228",6546,6588,0.436
"1229",6546,6786,0.49
"1230",6546,57620,0.489
"1231",6546,7220,0.5745
"1232",6546,7222,0.6415
"1233",6546,7223,0.541
"1234",6546,7224,0.5365
"1235",6546,7226,0.4955
"1236",6546,56302,0.488
"1237",6546,1175,0.355
"1238",6546,382,0.3885
"1239",6546,566,0.21
"1240",6546,867,0.348
"1241",6546,1012,0.3525
"1242",6546,2624,0.24
"1243",6546,26119,0.3445
"1244",6546,5538,0.29
"1245",6546,5879,0.4165
"1246",6546,6441,0.2355
"1247",6546,11037,0.255
"1248",6546,9765,0.2245
"1249",6588,6786,0.5765
"1250",6588,57620,0.553
"1251",6588,7220,0.4565
"1252",6588,7222,0.483
"1253",6588,7223,0.435
"1254",6588,7224,0.509
"1255",6588,7226,0.5055
"1256",6588,56302,0.5335
"1257",6588,1175,0.289
"1258",6588,382,0.34
"1259",6588,566,0.2185
"1260",6588,867,0.3065
"1261",6588,1012,0.2455
"1262",6588,2624,0.2445
"1263",6588,26119,0.353
"1264",6588,29763,0.348
"1265",6588,5538,0.3095
"1266",6588,5879,0.2965
"1267",6588,6441,0.2185
"1268",6588,124912,0.2435
"1269",6588,11037,0.3055
"1270",6588,85439,0.268
"1271",6588,9765,0.347
"1272",6786,57620,0.7325
"1273",6786,7220,0.593
"1274",6786,7222,0.6325
"1275",6786,7223,0.5555
"1276",6786,7224,0.56
"1277",6786,7226,0.5625
"1278",6786,56302,0.5295
"1279",6786,197,0.246
"1280",6786,1175,0.3855
"1281",6786,382,0.344
"1282",6786,566,0.2535
"1283",6786,867,0.3665
"1284",6786,1012,0.2885
"1285",6786,2624,0.297
"1286",6786,26119,0.382
"1287",6786,29763,0.312
"1288",6786,5538,0.314
"1289",6786,5879,0.3345
"1290",6786,6441,0.2635
"1291",6786,124912,0.2855
"1292",6786,11037,0.3055
"1293",6786,85439,0.3025
"1294",6786,9765,0.37
"1295",57620,7220,0.621
"1296",57620,7222,0.595
"1297",57620,7223,0.536
"1298",57620,7224,0.5755
"1299",57620,7226,0.688
"1300",57620,56302,0.645
"1301",57620,1175,0.3345
"1302",57620,382,0.3415
"1303",57620,566,0.219
"1304",57620,867,0.378
"1305",57620,1012,0.2725
"1306",57620,2624,0.256
"1307",57620,26119,0.3815
"1308",57620,29763,0.352
"1309",57620,5538,0.296
"1310",57620,5879,0.3215
"1311",57620,6441,0.2255
"1312",57620,124912,0.243
"1313",57620,11037,0.279
"1314",57620,85439,0.315
"1315",57620,9765,0.346
"1316",7220,7222,0.7915
"1317",7220,7223,0.655
"1318",7220,7224,0.7975
"1319",7220,7226,0.7415
"1320",7220,56302,0.736
"1321",7220,1175,0.417
"1322",7220,382,0.3815
"1323",7220,867,0.3915
"1324",7220,1012,0.324
"1325",7220,2624,0.2045
"1326",7220,26119,0.362
"1327",7220,29763,0.2365
"1328",7220,5538,0.2815
"1329",7220,5879,0.385
"1330",7220,6441,0.2195
"1331",7220,11037,0.257
"1332",7220,9765,0.247
"1333",7222,7223,0.6085
"1334",7222,7224,0.7875
"1335",7222,7226,0.7475
"1336",7222,56302,0.748
"1337",7222,197,0.2375
"1338",7222,1175,0.444
"1339",7222,382,0.386
"1340",7222,566,0.221
"1341",7222,867,0.421
"1342",7222,1012,0.3455
"1343",7222,2624,0.2245
"1344",7222,26119,0.3315
"1345",7222,5538,0.266
"1346",7222,5879,0.4145
"1347",7222,6441,0.239
"1348",7222,124912,0.2115
"1349",7222,11037,0.265
"1350",7222,9765,0.254
"1351",7223,7224,0.771
"1352",7223,7226,0.673
"1353",7223,56302,0.66
"1354",7223,1175,0.37
"1355",7223,382,0.448
"1356",7223,867,0.3245
"1357",7223,1012,0.3495
"1358",7223,26119,0.3355
"1359",7223,29763,0.2755
"1360",7223,5538,0.2975
"1361",7223,5879,0.403
"1362",7223,6441,0.2115
"1363",7223,11037,0.22
"1364",7223,85439,0.263
"1365",7223,9765,0.2655
"1366",7224,7226,0.8145
"1367",7224,56302,0.8045
"1368",7224,1175,0.424
"1369",7224,382,0.3875
"1370",7224,867,0.352
"1371",7224,1012,0.306
"1372",7224,26119,0.3035
"1373",7224,29763,0.226
"1374",7224,5538,0.281
"1375",7224,5879,0.364
"1376",7224,11037,0.22
"1377",7224,9765,0.24
"1378",7226,56302,0.904
"1379",7226,1175,0.3365
"1380",7226,382,0.3005
"1381",7226,867,0.333
"1382",7226,1012,0.2405
"1383",7226,26119,0.2915
"1384",7226,29763,0.2435
"1385",7226,5879,0.236
"1386",7226,11037,0.22
"1387",7226,85439,0.2235
"1388",7226,9765,0.228
"1389",56302,1175,0.363
"1390",56302,382,0.3505
"1391",56302,867,0.3365
"1392",56302,1012,0.271
"1393",56302,26119,0.29
"1394",56302,29763,0.248
"1395",56302,5538,0.2045
"1396",56302,5879,0.279
"1397",56302,11037,0.22
"1398",56302,85439,0.217
"1399",56302,9765,0.2405
"1400",197,1175,0.357
"1401",197,382,0.3785
"1402",197,566,0.6095
"1403",197,867,0.236
"1404",197,1012,0.4315
"1405",197,2624,0.3245
"1406",197,26119,0.2585
"1407",197,29763,0.4915
"1408",197,5538,0.43
"1409",197,5879,0.432
"1410",197,6441,0.5825
"1411",197,124912,0.4985
"1412",197,11037,0.4465
"1413",197,9765,0.2525
"1414",1175,382,0.497
"1415",1175,566,0.388
"1416",1175,867,0.5715
"1417",1175,1012,0.424
"1418",1175,2624,0.2925
"1419",1175,26119,0.502
"1420",1175,29763,0.358
"1421",1175,5538,0.4465
"1422",1175,5879,0.5615
"1423",1175,6441,0.4965
"1424",1175,124912,0.409
"1425",1175,11037,0.4995
"1426",1175,85439,0.335
"1427",1175,9765,0.437
"1428",382,566,0.379
"1429",382,867,0.3725
"1430",382,1012,0.5925
"1431",382,2624,0.271
"1432",382,26119,0.516
"1433",382,29763,0.3765
"1434",382,5538,0.518
"1435",382,5879,0.5995
"1436",382,6441,0.374
"1437",382,124912,0.3485
"1438",382,11037,0.4195
"1439",382,85439,0.2885
"1440",382,9765,0.412
"1441",566,867,0.253
"1442",566,1012,0.4375
"1443",566,2624,0.3
"1444",566,26119,0.295
"1445",566,29763,0.4735
"1446",566,5538,0.444
"1447",566,5879,0.471
"1448",566,6441,0.6715
"1449",566,124912,0.6365
"1450",566,11037,0.4465
"1451",566,9765,0.2755
"1452",867,1012,0.4675
"1453",867,2624,0.2945
"1454",867,26119,0.448
"1455",867,29763,0.331
"1456",867,5538,0.43
"1457",867,5879,0.4735
"1458",867,6441,0.2715
"1459",867,124912,0.223
"1460",867,11037,0.4465
"1461",867,85439,0.3345
"1462",867,9765,0.4585
"1463",1012,2624,0.2775
"1464",1012,26119,0.3855
"1465",1012,29763,0.3725
"1466",1012,5538,0.47
"1467",1012,5879,0.612
"1468",1012,6441,0.365
"1469",1012,124912,0.307
"1470",1012,11037,0.4995
"1471",1012,85439,0.238
"1472",1012,9765,0.3035
"1473",2624,26119,0.2835
"1474",2624,29763,0.2895
"1475",2624,5538,0.3505
"1476",2624,5879,0.2995
"1477",2624,6441,0.3305
"1478",2624,124912,0.2505
"1479",2624,11037,0.4465
"1480",2624,85439,0.3985
"1481",2624,9765,0.3645
"1482",26119,29763,0.355
"1483",26119,5538,0.505
"1484",26119,5879,0.409
"1485",26119,6441,0.3525
"1486",26119,124912,0.303
"1487",26119,11037,0.4465
"1488",26119,85439,0.326
"1489",26119,9765,0.464
"1490",29763,5538,0.4175
"1491",29763,5879,0.317
"1492",29763,6441,0.4195
"1493",29763,124912,0.444
"1494",29763,11037,0.447
"1495",29763,85439,0.488
"1496",29763,9765,0.4185
"1497",5538,5879,0.4885
"1498",5538,6441,0.4585
"1499",5538,124912,0.4365
"1500",5538,11037,0.4465
"1501",5538,85439,0.289
"1502",5538,9765,0.35
"1503",5879,6441,0.4205
"1504",5879,124912,0.365
"1505",5879,11037,0.4195
"1506",5879,85439,0.2495
"1507",5879,9765,0.3335
"1508",6441,124912,0.674
"1509",6441,11037,0.4465
"1510",6441,85439,0.249
"1511",6441,9765,0.284
"1512",124912,11037,0.4465
"1513",124912,85439,0.2395
"1514",124912,9765,0.3045
"1515",11037,85439,0.4995
"1516",11037,9765,0.4995
"1517",85439,9765,0.4765
